queue_id	signal_id	bulk_translation_verdict	language_reviewed	source_url_or_locator	source_name	reason	claim_ceiling	next_action	batch_id	review_priority	source_review_role	shards	queries	source_path	source_line
BTR-00220	LIMEN-SIGNAL-A3BA02C4275F7DAF	needs_original_language_source	zh	https://www.cac.gov.cn/2022-12/11/c_1672221949318230.htm	Provisions on the Administration of Deep Synthesis Internet Information Services	Digest contains translation-mediated legal paraphrase of Chinese deep-synthesis provisions; binding-rule language needs original review.	official-law locator only; no legal, compliance, or policy conclusion from digest paraphrase	Review Chinese original text and cite exact provisions before any stronger claim.	20260616T121732Z-lane2-60e971d5	P1_official_or_regulator_review	translation_sensitive_digest	identity-provenance	deepfake	/srv/tyche/gaia/tyche-research-vault/submissions/gaia-preprint-package-20260605T0845EEST/daily/gaia-foreign-language-digest-latest.json	7444
BTR-00231	LIMEN-SIGNAL-A7678E7A7B4FFF40	needs_original_language_source	en	https://moitt.gov.pk/Detail/ZWUzMjIyN2UtMWQ3Yi00Y2M1LTgxYTctY2QxMmUzOTdhNjVj	Pakistan Ministry of IT and Telecom AI Policy material	Local JSONL row is an English curated seed with translation_status not-needed, but fetch failed and no local source content was available.	seed/source-locator only; no case-level or source-content claim	obtain local original/source content before substantive review	20260616T121959Z-lane4-5d475839	P1_official_or_regulator_review	translation_sensitive_official_surface	legal-research	AI evidence	/srv/tyche/atlas/tyche-thesis-atlas-factory/corpus/v0.2-working/data/lanes/south-asian-language-records.jsonl	1
BTR-00234	LIMEN-SIGNAL-A9328989A6C0F2EA	needs_original_language_source	he	local CSV row: PALLAS_OBSERVABILITY_LANE_SOURCE_CANDIDATES.csv:573	Public AI/algorithm register not identified	Local row is a negative/gap note that itself says further Hebrew-language search is needed before any firm conclusion.	gap-search processing note only; no absence finding or ranking	perform Hebrew-language original-source search/review before using as negative evidence	20260616T121959Z-lane4-5d475839	P1_official_or_regulator_review	translation_sensitive_negative_check	public-sector	algorithm register	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_OBSERVABILITY_LANE_SOURCE_CANDIDATES.csv	573
BTR-00235	LIMEN-SIGNAL-AB7EAFBE84774107	needs_original_language_source	pt	https://www.gov.br/anpd/pt-br/assuntos/projetos-acoes-iniciativas/sandbox/por-que-inteligencia-artificial	ANPD sandbox regulatório: Por que Inteligência Artificial?	Portuguese official-source seed is relevant to an AI sandbox, but local fetch failed and row is marked translation-needed.	source-locator only; no sandbox-operation or legal/policy conclusion	obtain local Portuguese source content and human translation review before extraction	20260616T121959Z-lane4-5d475839	P1_official_or_regulator_review	translation_sensitive_official_surface	public-sector	regulatory sandbox	/srv/tyche/atlas/tyche-thesis-atlas-factory/corpus/v0.2-working/records/spanish-portuguese-language-history.jsonl	69
BTR-00279	LIMEN-SIGNAL-C4BAD92096A67CCE	needs_original_language_source	Arabic	https://naits.gov.sy/storage/media/e81e1d53-2506-42be-a3f3-321b5a0ea767.pdf	NAITS - Controls and rules for preserving electronic documents	Local metadata names an Arabic regulatory PDF; AI-evidence relevance is indirect and cannot rest on translated summary.	translation-safe existence/provenance context only	Review Arabic PDF text directly before any evidence-retention extraction.	20260616T122515Z-lane2-72129a6b	P1_official_or_regulator_review	non_english_official_pdf	legal-research	AI evidence	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_READINESS_SPRINT_4_SOURCE_PACK.csv	638
BTR-00291	LIMEN-SIGNAL-C9CF22ECBF70938D	needs_original_language_source	pt	https://www.gov.br/anpd/pt-br/assuntos/projetos-acoes-iniciativas/sandbox/por-que-inteligencia-artificial	ANPD sandbox regulatório: Por que Inteligência Artificial?	Local JSONL gives a Portuguese official seed URL but fetch failed and contains no source text to review.	Source-locator only; no substantive sandbox or policy claim.	Fetch or archive the original Portuguese page, then perform translation-aware source review.	20260616T122533Z-lane4-60555c5f	P1_official_or_regulator_review	translation-sensitive proxy to official source	public-sector	regulatory sandbox	/srv/tyche/atlas/tyche-thesis-atlas-factory/snapshots/v0.2.2-paper-grade-20260604T114556Z/corpus/v0.2-working/records/spanish-portuguese-language-history.jsonl	69
BTR-00301	LIMEN-SIGNAL-CEAFD817CA72A3A6	needs_original_language_source	tr	https://tubitak.gov.tr/	TÜBİTAK government AI policy seed	Local Turkish official-source seed timed out and contains no source text for translation-safe review.	Source-locator only; no public-sector AI evidence or policy claim.	Fetch/archive original Turkish source and rerun translation-aware review.	20260616T122533Z-lane4-60555c5f	P1_official_or_regulator_review	translation_sensitive_surface	legal-research	AI evidence	/srv/tyche/atlas/tyche-thesis-atlas-factory/corpus/v0.2-working/records/turkish-hebrew-language-latest.jsonl	2
BTR-00308	LIMEN-SIGNAL-D5DD33C14591E47A	needs_original_language_source	Turkish	https://tubitak.gov.tr/en/kurumsal/yapay-zeka/yapay-zeka-politika-belgesi	TÜBİTAK Artificial Intelligence Policy	Curated Turkish official-source row timed out and has no snippet/content hash; translation-sensitive surface only.	existence/provenance locator only pending source retrieval	Retrieve/review original Turkish source before extracting policy content.	20260616T122729Z-lane2-dbf0da0d	P1_official_or_regulator_review	translation-sensitive direct source surface	legal-research	AI evidence	/srv/tyche/atlas/tyche-thesis-atlas-factory/corpus/v0.2-working/data/lanes/turkish-hebrew-language-records.jsonl	2
BTR-00317	LIMEN-SIGNAL-D9E9BECFEDDF7651	needs_original_language_source	English official-source locator	https://www.modee.gov.jo/ebv4.0/root_storage/en/eb_homepage/40435648.pdf	Jordan Artificial Intelligence Strategy	Curated Jordan strategy locator timed out and has no local content/hash; metadata says translation not needed but source review is incomplete.	existence/provenance locator only pending source retrieval	Retrieve/review the strategy PDF before extracting AI-policy content.	20260616T122729Z-lane2-dbf0da0d	P1_official_or_regulator_review	translation-sensitive direct source surface	legal-research	AI evidence	/srv/tyche/atlas/tyche-thesis-atlas-factory/corpus/v0.2-working/runtime/lanes/arabic-language-failed-latest.jsonl	8
BTR-00322	LIMEN-SIGNAL-DF4BF2EA936CDA94	needs_original_language_source	Dutch (English auto-translation reviewed)	https://algoritmes.overheid.nl/en/algoritme/gm1735/93184465/datamask	Algorithm Register of the Dutch government - Datamask	Local record is an English auto-translation of a Dutch register entry with substantive fields but no original-language capture here.	source-surface existence and field presence only; no factual, legal, risk, or rights conclusion from translation	capture/review original Dutch record before any case-level use	20260616T122744Z-lane1-7fafad99	P1_official_or_regulator_review	translation_sensitive_surface	public-sector	automated decision	/srv/tyche/projects/public-ai-registry/results/submission-preprint-packages/public-ai-registry-preprint-package-20260607T020930Z/tables/registry-gap-map-v0.2.csv	10
BTR-00325	LIMEN-SIGNAL-E15B60B01633CC89	needs_original_language_source	Dutch (English auto-translation reviewed)	https://algoritmes.overheid.nl/en/algoritme/mnre1045/83985427/octobox-anonymisation	Algorithm Register of the Dutch government - Octobox Anonymisation	Local sample is an English auto-translation of a Dutch algorithm-register record with field presence but no original-language review.	source-surface existence and field presence only; no factual, legal, risk, or rights conclusion from translation	capture/review original Dutch record before any case-level use	20260616T122744Z-lane1-7fafad99	P1_official_or_regulator_review	translation_sensitive_surface	public-sector	algorithm register	/srv/tyche/projects/public-ai-registry/results/submission-preprint-packages/public-ai-registry-preprint-package-20260607T020930Z/tables/registry-sample-records-v0.2.preview.csv	2
BTR-00329	LIMEN-SIGNAL-E1FA4039B7CEDCB1	needs_original_language_source	Hebrew / English policy PDF locator	https://www.gov.il/BlobFolder/policy/ai_2023/en/Israels%20AI%20Policy%202023.pdf	Israel AI Policy 2023	Local JSONL record is fetch-warning/translation-needed with HTTP 403, so source content was not locally reviewed.	candidate locator only; no policy, legal, implementation, or case claim	obtain accessible original/source text and review before use	20260616T122744Z-lane1-7fafad99	P1_official_or_regulator_review	translation_sensitive_surface	legal-research	AI evidence	/srv/tyche/atlas/tyche-thesis-atlas-factory/snapshots/v0.2.3-preprint-20260605T050732Z/corpus/v0.2-working/records/turkish-hebrew-language-history.jsonl	1
BTR-00332	LIMEN-SIGNAL-E32556DEFDCEDF49	needs_original_language_source	Dutch (English auto-translation reviewed)	https://algoritmes.overheid.nl/en/algoritme/mnre1153/33698247/zylab-disclosure-support	Algorithm Register of the Dutch government - Zylab Disclosure Support	Local sample is an English auto-translation of a Dutch register record with substantive fields but no original-language review.	source-surface existence and field presence only; no factual, legal, risk, or rights conclusion from translation	capture/review original Dutch record before any case-level use	20260616T122744Z-lane1-7fafad99	P1_official_or_regulator_review	translation_sensitive_surface	public-sector	automated decision	/srv/tyche/projects/public-ai-registry/results/submission-preprint-packages/public-ai-registry-preprint-package-20260606T050159Z/tables/registry-sample-records-v0.2.preview.csv	3
BTR-00340	LIMEN-SIGNAL-E739B8DCC43F6650	needs_original_language_source	Hebrew	https://www.gov.il/BlobFolder/policy/ai_2023/en/Israels%20AI%20Policy%202023.pdf	Israel AI Policy 2023	Local JSONL marks Hebrew source, translation-needed, and fetch-warning/403 with no snippet; source content was not reviewable locally.	source locator only; no policy or evidence claim	Obtain original-language/source capture before extraction or any case-level use.	20260616T122833Z-lane4-be5fa579	P1_official_or_regulator_review	multilingual_official_source_history	legal-research	AI evidence	/srv/tyche/atlas/tyche-thesis-atlas-factory/snapshots/v0.2.2-paper-grade-20260604T114556Z/corpus/v0.2-working/records/turkish-hebrew-language-history.jsonl	1
BTR-00805	LIMEN-SIGNAL-D6052163C3EC2C6C	needs_original_language_source	English register URL / Dutch registry source not locally present	https://algoritmes.overheid.nl/en/algoritme/88456515	Sounding language	Local accession row only states a Dutch Algorithm Register entry with In use status; no original-language row text is available locally.	accession/source-surface only; no deployment, legal, safety, compliance, or case claim	Retrieve or attach the original Dutch register record before any substantive extraction.	20260618T132345Z-lane3-db95949b	P1_official_or_regulator_review	translation_sensitive_register_record	public-sector	algorithm register	/srv/tyche/projects/public-ai-registry/results/submission-preprint-packages/public-ai-registry-preprint-package-20260618T040500Z/zenodo/public-ai-registry-observatory-initial-corpus-20260608/data/registry-deployed-record-accession-all-20260607.csv	7
BTR-00384	LIMEN-SIGNAL-077757B8BD1A58D9	needs_original_language_source	fa not reviewed beyond local seed metadata	https://nezamat.ir/%D8%B3%D9%86%D8%AF-%D9%85%D9%84%DB%8C-%D9%87%D9%88%D8%B4-%D9%85%D8%B5%D9%86%D9%88%D8%B9%DB%8C-%D8%AC%D9%85%D9%87%D9%88%D8%B1%DB%8C-%D8%A7%D8%B3%D9%84%D8%A7%D9%85%DB%8C-%D8%A7%DB%8C%D8%B1%D8%A7%D9%86/	سند ملی هوش مصنوعی جمهوری اسلامی ایران	Local record has timeout/fetch warning and no cached snippet, so original Persian source must be obtained before review.	seed metadata only; no source-content review	Re-fetch or obtain the original Persian text, then perform targeted translation-aware review.	20260616T123224Z-lane1-12b72a75	P2_article_relevance_review	non_english_direct_surface	legal-research	AI evidence	/srv/tyche/atlas/tyche-thesis-atlas-factory/corpus/v0.2-working/records/persian-urdu-language-latest.jsonl	1
BTR-00451	LIMEN-SIGNAL-354D86A1187036C7	needs_original_language_source	fa	https://dotic.ir/	Public procurement legal repository candidate	Local row records CDN 403; no Persian source content was retrieved for review.	unverified locator only; no procurement or AI governance claim	retry with original-language/source-access workflow before use	20260616T123658Z-lane3-1e1c319d	P2_article_relevance_review	translation_sensitive_surface	public-sector	AI procurement	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_SPRINT_10_SOURCE_REFRESH.csv	167
BTR-00476	LIMEN-SIGNAL-43C456266673042A	needs_original_language_source	fa	https://nezamat.ir/%D8%B3%D9%86%D8%AF-%D9%85%D9%84%DB%8C-%D9%87%D9%88%D8%B4-%D9%85%D8%B5%D9%86%D9%88%D8%B9%DB%8C-%D8%AC%D9%85%D9%87%D9%88%D8%B1%DB%8C-%D8%A7%D8%B3%D9%84%D8%A7%D9%85%DB%8C-%D8%A7%DB%8C%D8%B1%D8%A7%D9%86/	سند ملی هوش مصنوعی جمهوری اسلامی ایران / nezamat.ir	Persian seed names Iran national AI policy, but local fetch timed out and no snippet/source text is available.	locator-only pending original-language source capture; no source-surface or policy claim	re-fetch or acquire original Persian source before translation review	20260616T123722Z-lane1-0d8d79ec	P2_article_relevance_review	non_english_direct_surface	legal-research	AI evidence	/srv/tyche/atlas/tyche-thesis-atlas-factory/corpus/v0.2-working/records/persian-urdu-language-history.jsonl	17
BTR-00490	LIMEN-SIGNAL-4C23FED3DBBD8173	needs_original_language_source	fa	https://www.mehrnews.com/news/6141439/%D8%AA%D8%B5%D9%88%DB%8C%D8%A8-%DA%A9%D9%84%DB%8C%D8%A7%D8%AA-%D8%B3%D9%86%D8%AF-%D8%AA%D8%A3%D8%B3%DB%8C%D8%B3-%D8%B3%D8%A7%D8%B2%D9%85%D8%A7%D9%86-%D9%85%D9%84%DB%8C-%D9%88-%D8%AA%D8%B4%DA%A9%DB%8C%D9%84-%D8%B4%D9%88%D8%B1%D8%A7%DB%8C-%D8%B1%D8%A7%D9%87%D8%A8%D8%B1%DB%8C-%D9%87%D9%88%D8%B4	تصویب کلیات سند ملی و تأسیس سازمان ملی هوش مصنوعی	Persian state-media policy report is translation-sensitive and not a primary official legal/source surface.	secondary-source surface only; no legal, policy, or implementation claim	Find original official Persian source before any substantive use	20260616T124028Z-lane2-b718d607	P2_article_relevance_review	translation_sensitive_surface	legal-research	AI evidence	/srv/tyche/atlas/tyche-thesis-atlas-factory/corpus/v0.2-working/data/lanes/persian-urdu-language-records.jsonl	19
BTR-00502	LIMEN-SIGNAL-540DB35AD2DA6ED6	needs_original_language_source	fa	https://nezamat.ir/%D8%B3%D9%86%D8%AF-%D9%85%D9%84%DB%8C-%D9%87%D9%88%D8%B4-%D9%85%D8%B5%D9%86%D9%88%D8%B9%DB%8C-%D8%AC%D9%85%D9%87%D9%88%D8%B1%DB%8C-%D8%A7%D8%B3%D9%84%D8%A7%D9%85%DB%8C-%D8%A7%DB%8C%D8%B1%D8%A7%D9%86/	سند ملی هوش مصنوعی جمهوری اسلامی ایران	Persian national-AI-policy lead is named, but local fetch timed out and has no source snippet; official status requires source-language verification.	unverified source locator only; no policy or legal claim	Re-fetch original Persian source or archived local copy before any extraction.	20260616T124039Z-lane3-f14061a1	P2_article_relevance_review	translation_sensitive_official_surface	legal-research	AI evidence	/srv/tyche/atlas/tyche-thesis-atlas-factory/corpus/v0.2-working/data/lanes/persian-urdu-language-latest.jsonl	1
BTR-00515	LIMEN-SIGNAL-5B0E33882CBA8719	needs_original_language_source	fa	https://www.mehrnews.com/news/6141439/%D8%AA%D8%B5%D9%88%DB%8C%D8%A8-%DA%A9%D9%84%DB%8C%D8%A7%D8%AA-%D8%B3%D9%86%D8%AF-%D8%AA%D8%A3%D8%B3%DB%8C%D8%B3-%D8%B3%D8%A7%D8%B2%D9%85%D8%A7%D9%86-%D9%85%D9%84%DB%8C-%D9%88-%D8%AA%D8%B4%DA%A9%DB%8C%D9%84-%D8%B4%D9%88%D8%B1%D8%A7%DB%8C-%D8%B1%D8%A7%D9%87%D8%A8%D8%B1%DB%8C-%D9%87%D9%88%D8%B4-%D9%85%D8%B5%D9%86%D9%88%D8%B9%DB%8C	تصویب کلیات سند، تأسیس سازمان ملی و تشکیل شورای راهبری هوش مصنوعی	Persian state-media policy report names a national AI document and body, but local evidence routes to primary verification.	translation-sensitive policy context only; no legal or implementation finding	obtain or inspect primary original-language government source before any stronger use	20260616T124044Z-lane4-14505d03	P2_article_relevance_review	translation_sensitive_surface	legal-research	AI evidence	/srv/tyche/atlas/tyche-thesis-atlas-factory/corpus/v0.2-working/records/persian-urdu-language-latest.jsonl	3
BTR-00530	LIMEN-SIGNAL-6230A00C0131B2B5	needs_original_language_source	fa	https://www.mehrnews.com/news/6141439/تصویب-کلیات-سند-تأسیس-سازمان-ملی-و-تشکیل-شورای-راهبری-هوش-مصنوعی	Mehr News report on national AI document and organization	Persian row is a state-media policy report, not the primary legal or official instrument; local metadata says route to primary verification.	Secondary source-surface existence only; no factual/legal claim about the national AI document.	Find local primary Persian official instrument or keep as interpretive context only.	20260616T124143Z-lane1-aaf40b7c	P2_article_relevance_review	multilingual_direct_surface	legal-research	AI evidence	/srv/tyche/atlas/tyche-thesis-atlas-factory/corpus/v0.2-working/data/lanes/persian-urdu-language-records.jsonl	50
BTR-00538	LIMEN-SIGNAL-6B2C03C258D0F0F6	needs_original_language_source	id	/srv/tyche/pallas/pallas-ai-agent-observatory/program/08-observability-index/OBSERVABILITY_COUNTRY_PROFILES.md:932	Indonesia source examples in observability country profile	Markdown profile lists Indonesian-titled source examples but is not itself the original official source surface.	Profile-listed source names only; no source content or case-level claim.	Resolve each named Indonesian official source locally before extraction.	20260616T124143Z-lane1-aaf40b7c	P2_article_relevance_review	foreign_language_official_source_list	public-sector	regulatory sandbox	/srv/tyche/pallas/pallas-ai-agent-observatory/program/08-observability-index/OBSERVABILITY_COUNTRY_PROFILES.md	932
BTR-00545	LIMEN-SIGNAL-712EA77D2A7BAE72	needs_original_language_source	French metadata only	https://www.economie.gouv.fr/daj/commande-publique	Commande publique	Official French procurement locator is concrete, but local row notes automated 403 and no PM AI procurement policy found.	source-surface locator only; no AI procurement or policy claim	obtain readable original-language capture before any extraction	20260616T124430Z-lane2-327ca453	P2_article_relevance_review	named_non_english_source_surface	public-sector	AI procurement	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_READINESS_WORLD_SOURCE_PACK.csv	2480
BTR-00565	LIMEN-SIGNAL-80D21C61AE733B7E	needs_original_language_source	fa	https://www.mehrnews.com/news/6141439/%D8%AA%D8%B5%D9%88%DB%8C%D8%A8-%DA%A9%D9%84%DB%8C%D8%A7%D8%AA-%D8%B3%D9%86%D8%AF-%D8%AA%D8%A3%D8%B3%DB%8C%D8%B3-%D8%B3%D8%A7%D8%B2%D9%85%D8%A7%D9%86-%D9%85%D9%84%DB%8C-%D9%88-%D8%AA%D8%B4%DA%A9%DB%8C%D9%84-%D8%B4%D9%88%D8%B1%D8%A7%DB%8C-%D8%B1%D8%A7%D9%87%D8%A8%D8%B1%DB%8C-%D9%87%D9%88%D8%B4-%D9%85%D8%B5%D9%86%D9%88%D8%B9%DB%8C	Mehr News report on national AI document/organization	Persian source is state-media policy report, not an official primary legal/policy source; local metadata itself says route to primary verification.	secondary report/source-surface only; no official-policy claim	Find local primary original-language government/legal source before extraction or promotion.	20260616T124431Z-lane3-78fb25fc	P2_article_relevance_review	translation_sensitive_source_log	legal-research	AI evidence	/srv/tyche/atlas/tyche-thesis-atlas-factory/corpus/v0.2-working/records/persian-urdu-language-history.jsonl	56
BTR-00591	LIMEN-SIGNAL-8F94024BA6C95FFF	needs_original_language_source	fa	https://nezamat.ir/%D9%85%D8%B5%D9%88%D8%A8%D9%87-%D8%AA%DA%A9%D9%85%DB%8C%D9%84-%D8%AA%D8%B1%DA%A9%DB%8C%D8%A8-%D8%B4%D9%88%D8%B1%D8%A7%DB%8C-%D9%85%D9%84%DB%8C-%D8%B1%D8%A7%D9%87%D8%A8%D8%B1%DB%8C-%D9%87%D9%88%D8%B4/	مصوبه تکمیل ترکیب شورای ملی راهبری هوش مصنوعی	Persian decree locator is concrete, but local fetch timed out and no source text was captured.	locator/title only; no governance composition or decree-content claim	Obtain original Persian text or archived local capture before extraction	20260616T124529Z-lane4-3769a469	P2_article_relevance_review	multilingual_official_source	legal-research	AI evidence	/srv/tyche/atlas/tyche-thesis-atlas-factory/corpus/v0.2-working/records/persian-urdu-language-latest.jsonl	2
BTR-00600	LIMEN-SIGNAL-93D69AC67D6C1D91	needs_original_language_source	Persian metadata reviewed	https://www.mehrnews.com/news/6141439/%D8%AA%D8%B5%D9%88%DB%8C%D8%A8-%DA%A9%D9%84%DB%8C%D8%A7%D8%AA-%D8%B3%D9%86%D8%AF-%D8%AA%D8%A3%D8%B3%DB%8C%D8%B3-%D8%B3%D8%A7%D8%B2%D9%85%D8%A7%D9%86-%D9%85%D9%84%DB%8C-%D9%88-%D8%AA%D8%B4%DA%A9%DB%8C%D9%84-%D8%B4%D9%88%D8%B1%D8%A7%DB%8C-%D8%B1%D8%A7%D9%87%D8%A8%D8%B1%DB%8C-%D9%87%D9%88%D8%B4-%D9%85%D8%B5%D9%86%D9%88%D8%B9%DB%8C	تصویب کلیات سند، تأسیس سازمان ملی و تشکیل شورای راهبری هوش مصنوعی	Local row is a Persian state-media policy report rather than the primary official AI document or organization source.	secondary-source surface only; no official policy or institutional finding	locate/retain original official Persian source before extraction	20260616T124718Z-lane2-4c3e31ca	P2_article_relevance_review	translation_sensitive_surface	legal-research	AI evidence	/srv/tyche/atlas/tyche-thesis-atlas-factory/corpus/v0.2-working/data/lanes/persian-urdu-language-records.jsonl	48
BTR-00602	LIMEN-SIGNAL-95FD3CEE05F58072	needs_original_language_source	Russian metadata reviewed	http://publication.pravo.gov.ru/Document/View/0001202004240030	Federal Law No. 123-FZ on the Moscow AI experimental legal regime	Local metadata names an official Russian law source, but legacy evidence was not reconstructed and human translation review is still needed.	official-law locator only; no legal conclusion, compliance claim, or source-text finding	obtain original Russian official text/capture under route policy before extraction	20260616T124718Z-lane2-4c3e31ca	P2_article_relevance_review	official law / regulator source	public-sector	public sector AI	/srv/tyche/gaia/tyche-research-vault/data/global-agent-atlas-v0.1/backups-cycle-122-20260603T0430/source_documents.jsonl	1
BTR-00620	LIMEN-SIGNAL-A51CA31B1A0867FF	needs_original_language_source	fa	https://nezamat.ir/%D9%85%D8%B5%D9%88%D8%A8%D9%87-%D8%AA%DA%A9%D9%85%DB%8C%D9%84-%D8%AA%D8%B1%DA%A9%DB%8C%D8%A8-%D8%B4%D9%88%D8%B1%D8%A7%DB%8C-%D9%85%D9%84%DB%8C-%D8%B1%D8%A7%D9%87%D8%A8%D8%B1%DB%8C-%D9%87%D9%88%D8%B4/	مصوبه تکمیل ترکیب شورای ملی راهبری هوش مصنوعی	Persian Nezamat record names an AI steering-council composition decree, but local retrieval timed out and has no snippet/content hash.	unverified original-language locator only; no official-status or governance claim	Acquire local original-language content or verified primary copy before extraction.	20260616T124841Z-lane3-ed445f72	P2_article_relevance_review	multilingual_official_source	legal-research	AI evidence	/srv/tyche/atlas/tyche-thesis-atlas-factory/corpus/v0.2-working/data/lanes/persian-urdu-language-latest.jsonl	2
BTR-00629	LIMEN-SIGNAL-AA7D86CAA54F957B	needs_original_language_source	fa	https://nezamat.ir/%D8%B3%D9%86%D8%AF-%D9%85%D9%84%DB%8C-%D9%87%D9%88%D8%B4-%D9%85%D8%B5%D9%86%D9%88%D8%B9%DB%8C-%D8%AC%D9%85%D9%87%D9%88%D8%B1%DB%8C-%D8%A7%D8%B3%D9%84%D8%A7%D9%85%DB%8C-%D8%A7%DB%8C%D8%B1%D8%A7%D9%86/	سند ملی هوش مصنوعی جمهوری اسلامی ایران	Persian national-AI-policy locator is named, but local fetch timed out and contains no source text.	locator/title only; no official-status, policy-content, governance, or legal claim	Obtain original Persian text or local archive before translation review	20260616T125003Z-lane4-23de1c08	P2_article_relevance_review	translation_sensitive_direct_source	legal-research	AI evidence	/srv/tyche/atlas/tyche-thesis-atlas-factory/corpus/v0.2-working/data/lanes/persian-urdu-language-records.jsonl	46
BTR-00642	LIMEN-SIGNAL-B29B57430A33B440	needs_original_language_source	es	/srv/tyche/gaia/tyche-research-vault/notes/zeus-lane-harvest-2026-05-22/trace-x/cases/es-bosco/case-study.md:47	Civio public BOSCO dossier / automated decisions page	Local line is a case-study reference label, not the original Spanish Civio source content.	Reference-list source name only; no BOSCO factual, legal, or implementation claim from this row.	Resolve the local original Spanish Civio dossier/source packet before extraction.	20260616T125112Z-lane1-32243446	P2_article_relevance_review	translation_sensitive_surface	public-sector	automated decision	/srv/tyche/gaia/tyche-research-vault/notes/zeus-lane-harvest-2026-05-22/trace-x/cases/es-bosco/case-study.md	47
BTR-00665	LIMEN-SIGNAL-BF25BBA62BC6833A	needs_original_language_source	fa	https://nezamat.ir/%D9%85%D8%B5%D9%88%D8%A8%D9%87-%D8%AA%DA%A9%D9%85%DB%8C%D9%84-%D8%AA%D8%B1%DA%A9%DB%8C%D8%A8-%D8%B4%D9%88%D8%B1%D8%A7%DB%8C-%D9%85%D9%84%DB%8C-%D8%B1%D8%A7%D9%87%D8%A8%D8%B1%DB%8C-%D9%87%D9%88%D8%B4/	مصوبه تکمیل ترکیب شورای ملی راهبری هوش مصنوعی	Persian official-seed metadata timed out with no content hash/snippet; local evidence cannot review source surface beyond locator.	unverified locator only; no source-quality or governance claim	obtain original Persian source content through approved local acquisition path	20260616T125240Z-lane3-32f169ad	P2_article_relevance_review	translation_sensitive_official_surface	legal-research	AI evidence	/srv/tyche/atlas/tyche-thesis-atlas-factory/corpus/v0.2-working/data/lanes/persian-urdu-language-records.jsonl	18
BTR-00678	LIMEN-SIGNAL-C72BC4C253FC5D0C	needs_original_language_source	fr	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_SPRINT_6_HARDENING_SUMMARY.csv:10	French Polynesia hardening summary - multiple official surfaces	Summary row aggregates several French-language official surfaces but is not itself a direct source record.	summary/context only; no per-source or territory-specific AI claim	Go back to named original-source rows before extraction or review	20260616T125251Z-lane2-62f09a9c	P2_article_relevance_review	French official-source summary	public-sector	algorithm register	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_SPRINT_6_HARDENING_SUMMARY.csv	10
BTR-00693	LIMEN-SIGNAL-D0FC78D91DBD4C3F	needs_original_language_source	ar/en	https://doi.org/10.21608/aca.2025.678f8de8fa8a8ba31850dc37	Digital public infrastructure article in Dameer Elwatan	Crossref metadata has Arabic title but source/original language marked English and no snippet; relevance needs original source check.	index metadata only; no case or legal claim	fetch/check original-language article before using	20260616T125642Z-lane1-cc233af5	P2_article_relevance_review	non_english_surface	legal-research	AI evidence	/srv/tyche/atlas/tyche-thesis-atlas-factory/corpus/v0.2-working/records/arabic-language-history.jsonl	35
BTR-00064	LIMEN-SIGNAL-333685915ECA37F8	reject_noise	en failed-access metadata	https://ai.gov.ae/	UAE Artificial Intelligence Office	Arabic-lane failed-source row is English, translation_not_needed, and locally only records HTTP 403 without content/snippet.	no reviewable translation surface; no source claim	drop from translation-review queue or re-route to access recovery	20260616T120553Z-lane4-482076ed	P1_official_or_regulator_review	translation_sensitive_surface_pointer	legal-research	AI evidence	/srv/tyche/atlas/tyche-thesis-atlas-factory/corpus/v0.2-working/runtime/lanes/arabic-language-failed-latest.jsonl	3
BTR-00290	LIMEN-SIGNAL-C95E21166A3068D0	reject_noise	et/en	/srv/tyche/atlas/tyche-thesis-atlas-factory/corpus/v0.2-working/reports/lanes/estonian-baltic-language-latest.md:145	Estonian-Baltic lane note	Cited line is a lane rationale around an English standard entry, not a concrete non-English source requiring translation review.	No case claim; processing noise only.	Do not promote; only revisit if a concrete Estonian original-language source is cited.	20260616T122533Z-lane4-60555c5f	P1_official_or_regulator_review	translation-sensitive lane note	legal-research	AI evidence	/srv/tyche/atlas/tyche-thesis-atlas-factory/corpus/v0.2-working/reports/lanes/estonian-baltic-language-latest.md	145
BTR-00326	LIMEN-SIGNAL-E1A9BC3ED0EF6DEB	reject_noise	English wording review	/srv/tyche/atlas/tyche-thesis-atlas-factory/results/boost/atlas-boost-114/citation-anchor-delta.json#L23	Atlas citation-anchor delta abstract wording concern	Hit is a sentence-scrub concern about the word translated in an abstract, not a translation-sensitive external source.	editorial wording issue only; no source, case, or regulatory-sandbox claim	exclude from translation-source queue	20260616T122744Z-lane1-7fafad99	P1_official_or_regulator_review	translation_sensitive_surface	public-sector	regulatory sandbox	/srv/tyche/atlas/tyche-thesis-atlas-factory/results/boost/atlas-boost-114/citation-anchor-delta.json	23
