row_id	signal_id	completion_disposition	completion_state	obscure_ai_posture	promotion_gate	promotion_priority	url_extraction_verdict	source_url	source_host	source_surface_class	source_review_role	dedupe_key	cluster_size	title_or_snippet	claim_ceiling	completion_reason	next_bulk_action	forbidden_overread
SRPH-01360	LIMEN-SIGNAL-008734AA9B4BF892	closed_source_surface_anchor_only	complete_no_case_claim	not_obscure_ai_case	source_surface_anchor_only	P3		https://algoritmes.overheid.nl/en/algoritme/14359196	algoritmes.overheid.nl	regulator_or_public_authority	direct_official_source_surface	https://algoritmes.overheid.nl/en/algoritme/14359196	1	31,ALL-NL-ALG-REG-0355,NL-ALG-REG,Algorithm Register of the Dutch government,Netherlands,NL-ALG-14359196,Tariff decision algorithm Electricity and Drinking water in the Caribbean Netherlands,,In use,NL-ALG-RE	direct source-surface existence review only; no deployment, compliance, legality, prevalence, safety, or ranking claim	Reviewed public/official source surface, registry, policy, sandbox, or context anchor only; no concrete edge-case record extracted.	move_to_next_bulk_queue	Completion closes source-surface routing only; it is not reviewed-core promotion, incident truth, legality, safety, compliance, prevalence, or ranking.
SRPH-01361	LIMEN-SIGNAL-0112B94FD7C24D90	closed_source_surface_anchor_only	complete_no_case_claim	not_obscure_ai_case	source_surface_anchor_only	P3		https://algoritmes.overheid.nl/en/algoritme/23224722	algoritmes.overheid.nl	regulator_or_public_authority	direct_official_source_surface	https://algoritmes.overheid.nl/en/algoritme/23224722	1	29,ALL-NL-ALG-REG-0611,NL-ALG-REG,Algorithm Register of the Dutch government,Netherlands,NL-ALG-23224722,Detection of attenuations in watercourses,,In use,NL-ALG-REG,unique-title-stratified-random	direct source-surface existence review only; no deployment, compliance, legality, prevalence, safety, or ranking claim	Reviewed public/official source surface, registry, policy, sandbox, or context anchor only; no concrete edge-case record extracted.	move_to_next_bulk_queue	Completion closes source-surface routing only; it is not reviewed-core promotion, incident truth, legality, safety, compliance, prevalence, or ranking.
SRPH-01362	LIMEN-SIGNAL-03887D9D543490F7	closed_source_surface_anchor_only	complete_no_case_claim	not_obscure_ai_case	source_surface_anchor_only	P3		https://algoritmes.overheid.nl/en/algoritme/52727391	algoritmes.overheid.nl	regulator_or_public_authority	direct_official_source_surface	https://algoritmes.overheid.nl/en/algoritme/52727391	1	"30,ALL-NL-ALG-REG-0076,NL-ALG-REG,Algorithm Register of the Dutch government,Netherlands,NL-ALG-52727391,""Robotic Process Automation for """"Register event calendar"""" and """"Apply for mini schemes"""""",,In use,NL-"	direct source-surface existence review only; no deployment, compliance, legality, prevalence, safety, or ranking claim	Reviewed public/official source surface, registry, policy, sandbox, or context anchor only; no concrete edge-case record extracted.	move_to_next_bulk_queue	Completion closes source-surface routing only; it is not reviewed-core promotion, incident truth, legality, safety, compliance, prevalence, or ranking.
SRPH-01363	LIMEN-SIGNAL-06366BD7F2522036	closed_source_surface_anchor_only	complete_no_case_claim	not_obscure_ai_case	source_surface_anchor_only	P3		https://algoritmes.overheid.nl/en/algoritme/58766226	algoritmes.overheid.nl	regulator_or_public_authority	direct_official_source_surface	https://algoritmes.overheid.nl/en/algoritme/58766226	1	11,ALL-NL-ALG-REG-1214,NL-ALG-REG,Algorithm Register of the Dutch government,Netherlands,NL-ALG-58766226,Valuing WOZ properties Amsterdam,,In use,NL-ALG-REG,unique-title-stratified-random	direct source-surface existence review only; no deployment, compliance, legality, prevalence, safety, or ranking claim	Reviewed public/official source surface, registry, policy, sandbox, or context anchor only; no concrete edge-case record extracted.	move_to_next_bulk_queue	Completion closes source-surface routing only; it is not reviewed-core promotion, incident truth, legality, safety, compliance, prevalence, or ranking.
SRPH-01364	LIMEN-SIGNAL-0729C4B420A92C56	closed_source_surface_anchor_only	complete_no_case_claim	not_obscure_ai_case	source_surface_anchor_only	P3		https://algoritmes.overheid.nl/en/algoritme/72428232	algoritmes.overheid.nl	regulator_or_public_authority	direct_official_source_surface	https://algoritmes.overheid.nl/en/algoritme/72428232	1	15,ALL-NL-ALG-REG-0354,NL-ALG-REG,Algorithm Register of the Dutch government,Netherlands,NL-ALG-72428232,Receiving early signals on late payments,,In use,NL-ALG-REG,unique-title-stratified-random	direct source-surface existence review only; no deployment, compliance, legality, prevalence, safety, or ranking claim	Reviewed public/official source surface, registry, policy, sandbox, or context anchor only; no concrete edge-case record extracted.	move_to_next_bulk_queue	Completion closes source-surface routing only; it is not reviewed-core promotion, incident truth, legality, safety, compliance, prevalence, or ranking.
SRPH-01568	LIMEN-SIGNAL-09E477C89CA44E46	closed_source_surface_anchor_only	complete_no_case_claim	not_obscure_ai_case	source_surface_anchor_only	P3		https://algoritmes.overheid.nl/en/algoritme/gm1948/76373695/anonymisation-tool	algoritmes.overheid.nl	regulator_or_public_authority	direct_official_source_surface	https://algoritmes.overheid.nl/en/algoritme/gm1948/76373695/anonymisation-tool	1	alg-nld-76373695,Dutch Algorithm Register,Dutch Algorithm Register public metadata; terms/reuse posture remains bounded and metadata-only in this pilot.,Netherlands,Anonymisation tool,Municipality of Meierijstad,municipality of meierijstad,	direct source-surface existence review only; no deployment, compliance, legality, prevalence, safety, or ranking claim	Reviewed public/official source surface, registry, policy, sandbox, or context anchor only; no concrete edge-case record extracted.	move_to_next_bulk_queue	Completion closes source-surface routing only; it is not reviewed-core promotion, incident truth, legality, safety, compliance, prevalence, or ranking.
SRPH-01569	LIMEN-SIGNAL-0AE457727762EDF0	closed_source_surface_anchor_only	complete_no_case_claim	not_obscure_ai_case	source_surface_anchor_only	P3	source_path_is_snapshot_only	https://algoritmes.overheid.nl/en/algoritme/gm0363/21579514/reports-public-space-signals-sia	algoritmes.overheid.nl	regulator_or_public_authority	direct_official_source_surface	https://algoritmes.overheid.nl/en/algoritme/gm0363/21579514/reports-public-space-signals-sia	1	alg-nld-21579514,Dutch Algorithm Register,Dutch Algorithm Register public metadata; terms/reuse posture remains bounded and metadata-only in this pilot.,Netherlands,Municipal algorithm entry,Municipality of Amsterdam,municipality of amsterd	direct source-surface existence review only; no deployment, compliance, legality, prevalence, safety, or ranking claim	Reviewed public/official source surface, registry, policy, sandbox, or context anchor only; no concrete edge-case record extracted.	move_to_next_bulk_queue	Completion closes source-surface routing only; it is not reviewed-core promotion, incident truth, legality, safety, compliance, prevalence, or ranking.
SRPH-01365	LIMEN-SIGNAL-0CCD8D99917EBCB5	closed_source_surface_anchor_only	complete_no_case_claim	not_obscure_ai_case	source_surface_anchor_only	P3		https://algoritmes.overheid.nl/en/algoritme/75116356	algoritmes.overheid.nl	regulator_or_public_authority	direct_surface_candidate	https://algoritmes.overheid.nl/en/algoritme/75116356	1	ACC-NL-001,P0,NL-ALG-REG,Algorithm Register of the Dutch government,Netherlands,active_register,NL-ALG-75116356,Concern dashboard EZK and LVVN,,200,official HTML listing page plus detail page,yes,resolved_exi	Source-surface existence and posture only; no incident truth, legality, compliance, prevalence, or ranking claim.	Reviewed public/official source surface, registry, policy, sandbox, or context anchor only; no concrete edge-case record extracted.	move_to_next_bulk_queue	Completion closes source-surface routing only; it is not reviewed-core promotion, incident truth, legality, safety, compliance, prevalence, or ranking.
SRPH-01366	LIMEN-SIGNAL-0CF7B28D8F70B8DA	closed_source_surface_anchor_only	complete_no_case_claim	not_obscure_ai_case	source_surface_anchor_only	P3		https://algoritmes.overheid.nl/en/algoritme/46952543	algoritmes.overheid.nl	regulator_or_public_authority	direct_surface_candidate	https://algoritmes.overheid.nl/en/algoritme/46952543	1	ALL-NL-ALG-REG-0049,NL-ALG-REG,Algorithm Register of the Dutch government,Netherlands,NL-ALG-46952543,Invoice processing,,In use,deployed_or_production_or_in_use,yes,official Dutch Algorithm Register bulk CSV	Source-surface existence and posture only; no incident truth, legality, compliance, prevalence, or ranking claim.	Reviewed public/official source surface, registry, policy, sandbox, or context anchor only; no concrete edge-case record extracted.	move_to_next_bulk_queue	Completion closes source-surface routing only; it is not reviewed-core promotion, incident truth, legality, safety, compliance, prevalence, or ranking.
SRPH-01367	LIMEN-SIGNAL-0D4F4171B804D725	closed_source_surface_anchor_only	complete_no_case_claim	not_obscure_ai_case	source_surface_anchor_only	P3		https://algoritmes.overheid.nl/en/algoritme/16597987	algoritmes.overheid.nl	regulator_or_public_authority	direct_surface_candidate	https://algoritmes.overheid.nl/en/algoritme/16597987	1	ALL-NL-ALG-REG-0081,NL-ALG-REG,Algorithm Register of the Dutch government,Netherlands,NL-ALG-16597987,Oribi,,In use,deployed_or_production_or_in_use,yes,official Dutch Algorithm Register bulk CSV row with In	Source-surface existence and posture only; no incident truth, legality, compliance, prevalence, or ranking claim.	Reviewed public/official source surface, registry, policy, sandbox, or context anchor only; no concrete edge-case record extracted.	move_to_next_bulk_queue	Completion closes source-surface routing only; it is not reviewed-core promotion, incident truth, legality, safety, compliance, prevalence, or ranking.
SRPH-01368	LIMEN-SIGNAL-0D62082BF8212C02	closed_source_surface_anchor_only	complete_no_case_claim	not_obscure_ai_case	source_surface_anchor_only	P3		https://algoritmes.overheid.nl/en/algoritme/83936630	algoritmes.overheid.nl	regulator_or_public_authority	direct_surface_candidate	https://algoritmes.overheid.nl/en/algoritme/83936630	1	ALL-NL-ALG-REG-0032,NL-ALG-REG,Algorithm Register of the Dutch government,Netherlands,NL-ALG-83936630,Determine hotspots maintenance Public Space,,In use,deployed_or_production_or_in_use,yes,official Dutch Al	Source-surface existence and posture only; no incident truth, legality, compliance, prevalence, or ranking claim.	Reviewed public/official source surface, registry, policy, sandbox, or context anchor only; no concrete edge-case record extracted.	move_to_next_bulk_queue	Completion closes source-surface routing only; it is not reviewed-core promotion, incident truth, legality, safety, compliance, prevalence, or ranking.
SRPH-01369	LIMEN-SIGNAL-0D8A8E4C155B6D8F	closed_source_surface_anchor_only	complete_no_case_claim	not_obscure_ai_case	source_surface_anchor_only	P3		https://algoritmes.overheid.nl/en/algoritme/58961126	algoritmes.overheid.nl	regulator_or_public_authority	direct_surface_candidate	https://algoritmes.overheid.nl/en/algoritme/58961126	1	ACC-NL-046,P0,NL-ALG-REG,Algorithm Register of the Dutch government,Netherlands,active_register,NL-ALG-58961126,Detection and monitoring algorithm Digital Economy,,200,official HTML listing page plus detail p	Source-surface existence and posture only; no incident truth, legality, compliance, prevalence, or ranking claim.	Reviewed public/official source surface, registry, policy, sandbox, or context anchor only; no concrete edge-case record extracted.	move_to_next_bulk_queue	Completion closes source-surface routing only; it is not reviewed-core promotion, incident truth, legality, safety, compliance, prevalence, or ranking.
SRPH-01370	LIMEN-SIGNAL-109B3537EDD2D0E6	closed_source_surface_anchor_only	complete_no_case_claim	not_obscure_ai_case	source_surface_anchor_only	P3		https://algoritmes.overheid.nl/en/algoritme/gm0503/51854182/matching-jobseekers-with-vacancies	algoritmes.overheid.nl	regulator_or_public_authority	official_source_surface	https://algoritmes.overheid.nl/en/algoritme/gm0503/51854182/matching-jobseekers-with-vacancies	1	"delft-matchplaats-register-description-20260531,delft-matchplaats-jobseekers-vacancies,Matching jobseekers with vacancies / Matchplaats,description,""The Dutch Algorithm Register describes Delft Matchplaats as an in-use AI tool that proposes"	existence of a named direct source surface only	Reviewed public/official source surface, registry, policy, sandbox, or context anchor only; no concrete edge-case record extracted.	move_to_next_bulk_queue	Completion closes source-surface routing only; it is not reviewed-core promotion, incident truth, legality, safety, compliance, prevalence, or ranking.
SRPH-01371	LIMEN-SIGNAL-114747DD4E8A5B35	closed_source_surface_anchor_only	complete_no_case_claim	not_obscure_ai_case	source_surface_anchor_only	P3		https://algoritmes.overheid.nl/en/algoritme/62557610	algoritmes.overheid.nl	regulator_or_public_authority	direct_official_source_surface	https://algoritmes.overheid.nl/en/algoritme/62557610	1	20,ALL-NL-ALG-REG-0727,NL-ALG-REG,Algorithm Register of the Dutch government,Netherlands,NL-ALG-62557610,AI analysis tool (AI Sensemaking),,In use,NL-ALG-REG,unique-title-stratified-random	direct source-surface existence review only; no deployment, compliance, legality, prevalence, safety, or ranking claim	Reviewed public/official source surface, registry, policy, sandbox, or context anchor only; no concrete edge-case record extracted.	move_to_next_bulk_queue	Completion closes source-surface routing only; it is not reviewed-core promotion, incident truth, legality, safety, compliance, prevalence, or ranking.
SRPH-01372	LIMEN-SIGNAL-122FA1D1C1685F2E	closed_source_surface_anchor_only	complete_no_case_claim	not_obscure_ai_case	source_surface_anchor_only	P3		https://algoritmes.overheid.nl/en/algoritme/15888639	algoritmes.overheid.nl	regulator_or_public_authority	direct_official_source_surface	https://algoritmes.overheid.nl/en/algoritme/15888639	1	16,ALL-NL-ALG-REG-0367,NL-ALG-REG,Algorithm Register of the Dutch government,Netherlands,NL-ALG-15888639,Cutting algorithm,,In use,NL-ALG-REG,unique-title-stratified-random	direct source-surface existence review only; no deployment, compliance, legality, prevalence, safety, or ranking claim	Reviewed public/official source surface, registry, policy, sandbox, or context anchor only; no concrete edge-case record extracted.	move_to_next_bulk_queue	Completion closes source-surface routing only; it is not reviewed-core promotion, incident truth, legality, safety, compliance, prevalence, or ranking.
SRPH-01570	LIMEN-SIGNAL-15D1F5234CF47168	closed_source_surface_anchor_only	complete_no_case_claim	not_obscure_ai_case	source_surface_anchor_only	P3		https://algoritmes.overheid.nl/en/algoritme/gm0363/37686130/slow-traffic-monitoring-system-amsterdam	algoritmes.overheid.nl	regulator_or_public_authority	direct_official_source_surface	https://algoritmes.overheid.nl/en/algoritme/gm0363/37686130/slow-traffic-monitoring-system-amsterdam	1	alg-nld-37686130,Dutch Algorithm Register,Dutch Algorithm Register public metadata; terms/reuse posture remains bounded and metadata-only in this pilot.,Netherlands,Municipal algorithm entry,Municipality of Amsterdam,municipality of amsterd	direct source-surface existence review only; no deployment, compliance, legality, prevalence, safety, or ranking claim	Reviewed public/official source surface, registry, policy, sandbox, or context anchor only; no concrete edge-case record extracted.	move_to_next_bulk_queue	Completion closes source-surface routing only; it is not reviewed-core promotion, incident truth, legality, safety, compliance, prevalence, or ranking.
SRPH-01373	LIMEN-SIGNAL-22E450C071596A19	closed_source_surface_anchor_only	complete_no_case_claim	not_obscure_ai_case	source_surface_anchor_only	P3		https://algoritmes.overheid.nl/en/algoritme/81878651	algoritmes.overheid.nl	regulator_or_public_authority	direct_official_source_surface	https://algoritmes.overheid.nl/en/algoritme/81878651	1	3,ALL-NL-ALG-REG-1271,NL-ALG-REG,Algorithm Register of the Dutch government,Netherlands,NL-ALG-81878651,Anonymising open documents,,In use,NL-ALG-REG,unique-title-stratified-random	direct source-surface existence review only; no deployment, compliance, legality, prevalence, safety, or ranking claim	Reviewed public/official source surface, registry, policy, sandbox, or context anchor only; no concrete edge-case record extracted.	move_to_next_bulk_queue	Completion closes source-surface routing only; it is not reviewed-core promotion, incident truth, legality, safety, compliance, prevalence, or ranking.
SRPH-01374	LIMEN-SIGNAL-26A23C8D3B00597E	closed_source_surface_anchor_only	complete_no_case_claim	not_obscure_ai_case	source_surface_anchor_only	P3		https://algoritmes.overheid.nl/en/algoritme/42944469	algoritmes.overheid.nl	regulator_or_public_authority	direct_official_source_surface	https://algoritmes.overheid.nl/en/algoritme/42944469	1	28,ALL-NL-ALG-REG-0272,NL-ALG-REG,Algorithm Register of the Dutch government,Netherlands,NL-ALG-42944469,Experiment Microsoft Copilot 365,,In use,NL-ALG-REG,unique-title-stratified-random	direct source-surface existence review only; no deployment, compliance, legality, prevalence, safety, or ranking claim	Reviewed public/official source surface, registry, policy, sandbox, or context anchor only; no concrete edge-case record extracted.	move_to_next_bulk_queue	Completion closes source-surface routing only; it is not reviewed-core promotion, incident truth, legality, safety, compliance, prevalence, or ranking.
SRPH-01375	LIMEN-SIGNAL-302627C296436D22	closed_source_surface_anchor_only	complete_no_case_claim	not_obscure_ai_case	source_surface_anchor_only	P3		https://algoritmes.overheid.nl/en/algoritme/95324412	algoritmes.overheid.nl	regulator_or_public_authority	direct_official_source_surface	https://algoritmes.overheid.nl/en/algoritme/95324412	1	13,ALL-NL-ALG-REG-0011,NL-ALG-REG,Algorithm Register of the Dutch government,Netherlands,NL-ALG-95324412,Document scanners Civil Affairs desk,,In use,NL-ALG-REG,unique-title-stratified-random	direct source-surface existence review only; no deployment, compliance, legality, prevalence, safety, or ranking claim	Reviewed public/official source surface, registry, policy, sandbox, or context anchor only; no concrete edge-case record extracted.	move_to_next_bulk_queue	Completion closes source-surface routing only; it is not reviewed-core promotion, incident truth, legality, safety, compliance, prevalence, or ranking.
SRPH-01376	LIMEN-SIGNAL-31F1636C6D8AA259	closed_source_surface_anchor_only	complete_no_case_claim	not_obscure_ai_case	source_surface_anchor_only	P3		https://algoritmes.overheid.nl/en/algoritme/79274513	algoritmes.overheid.nl	regulator_or_public_authority	direct_official_source_surface	https://algoritmes.overheid.nl/en/algoritme/79274513	1	24,ALL-NL-ALG-REG-0593,NL-ALG-REG,Algorithm Register of the Dutch government,Netherlands,NL-ALG-79274513,Collection support Assistance debtors,,In use,NL-ALG-REG,unique-title-stratified-random	direct source-surface existence review only; no deployment, compliance, legality, prevalence, safety, or ranking claim	Reviewed public/official source surface, registry, policy, sandbox, or context anchor only; no concrete edge-case record extracted.	move_to_next_bulk_queue	Completion closes source-surface routing only; it is not reviewed-core promotion, incident truth, legality, safety, compliance, prevalence, or ranking.
SRPH-01377	LIMEN-SIGNAL-38A27CD739713108	closed_source_surface_anchor_only	complete_no_case_claim	not_obscure_ai_case	source_surface_anchor_only	P3		https://algoritmes.overheid.nl/en/algoritme/81411867	algoritmes.overheid.nl	regulator_or_public_authority	direct_official_source_surface	https://algoritmes.overheid.nl/en/algoritme/81411867	1	34,ALL-NL-ALG-REG-1097,NL-ALG-REG,Algorithm Register of the Dutch government,Netherlands,NL-ALG-81411867,Emptying underground waste containers,,In use,NL-ALG-REG,unique-title-stratified-random	direct source-surface existence review only; no deployment, compliance, legality, prevalence, safety, or ranking claim	Reviewed public/official source surface, registry, policy, sandbox, or context anchor only; no concrete edge-case record extracted.	move_to_next_bulk_queue	Completion closes source-surface routing only; it is not reviewed-core promotion, incident truth, legality, safety, compliance, prevalence, or ranking.
SRPH-01378	LIMEN-SIGNAL-3D4B5D7EB84232AE	closed_source_surface_anchor_only	complete_no_case_claim	not_obscure_ai_case	source_surface_anchor_only	P3		https://algoritmes.overheid.nl/en/algoritme/99689793	algoritmes.overheid.nl	regulator_or_public_authority	direct_official_source_surface	https://algoritmes.overheid.nl/en/algoritme/99689793	1	9,ALL-NL-ALG-REG-0381,NL-ALG-REG,Algorithm Register of the Dutch government,Netherlands,NL-ALG-99689793,Supply area market demarcation algorithm,,In use,NL-ALG-REG,unique-title-stratified-random	direct source-surface existence review only; no deployment, compliance, legality, prevalence, safety, or ranking claim	Reviewed public/official source surface, registry, policy, sandbox, or context anchor only; no concrete edge-case record extracted.	move_to_next_bulk_queue	Completion closes source-surface routing only; it is not reviewed-core promotion, incident truth, legality, safety, compliance, prevalence, or ranking.
SRPH-01379	LIMEN-SIGNAL-43871AC75DDCFA6F	closed_source_surface_anchor_only	complete_no_case_claim	not_obscure_ai_case	source_surface_anchor_only	P3		https://algoritmes.overheid.nl/en	algoritmes.overheid.nl	regulator_or_public_authority	named_direct_surface	https://algoritmes.overheid.nl/en	3	- Netherlands Algorithm Register:	surface existence only	Reviewed public/official source surface, registry, policy, sandbox, or context anchor only; no concrete edge-case record extracted.	move_to_next_bulk_queue	Completion closes source-surface routing only; it is not reviewed-core promotion, incident truth, legality, safety, compliance, prevalence, or ranking.
SRPH-01199	LIMEN-SIGNAL-473BB2260A90F505	closed_source_surface_anchor_only	complete_no_case_claim	not_obscure_ai_case	source_surface_anchor_only	P3		https://algoritmes.overheid.nl/en	algoritmes.overheid.nl	register_or_transparency_surface	direct_surface_candidate	https://algoritmes.overheid.nl/en	3	"{""access_method"": ""direct"", ""already_in_main_dataset"": false, ""category"": ""public-algorithm-register"", ""content_hash"": ""7ebf0e748e465048575753c800e9c1e4b9ebe181c6d3d7be1d699ddd21217a1c"", ""content_type"": ""text/html;charset=utf-8"", ""dates_fou"	direct source review may inspect source posture only; no prevalence, legality, safety, or compliance claim	Reviewed public/official source surface, registry, policy, sandbox, or context anchor only; no concrete edge-case record extracted.	move_to_next_bulk_queue	Completion closes source-surface routing only; it is not reviewed-core promotion, incident truth, legality, safety, compliance, prevalence, or ranking.
SRPH-01380	LIMEN-SIGNAL-485756D551CAE8B4	closed_source_surface_anchor_only	complete_no_case_claim	not_obscure_ai_case	source_surface_anchor_only	P3		https://algoritmes.overheid.nl/en/algoritme/89247323	algoritmes.overheid.nl	regulator_or_public_authority	direct_official_source_surface	https://algoritmes.overheid.nl/en/algoritme/89247323	1	33,ALL-NL-ALG-REG-1125,NL-ALG-REG,Algorithm Register of the Dutch government,Netherlands,NL-ALG-89247323,Digital moat: crowds per rak,,In use,NL-ALG-REG,unique-title-stratified-random	direct source-surface existence review only; no deployment, compliance, legality, prevalence, safety, or ranking claim	Reviewed public/official source surface, registry, policy, sandbox, or context anchor only; no concrete edge-case record extracted.	move_to_next_bulk_queue	Completion closes source-surface routing only; it is not reviewed-core promotion, incident truth, legality, safety, compliance, prevalence, or ranking.
SRPH-01571	LIMEN-SIGNAL-4978CFFFD1D4657B	closed_source_surface_anchor_only	complete_no_case_claim	not_obscure_ai_case	source_surface_anchor_only	P3		https://algoritmes.overheid.nl/en/algoritme/gm0439/48937492/parking-control	algoritmes.overheid.nl	regulator_or_public_authority	direct_official_source_surface	https://algoritmes.overheid.nl/en/algoritme/gm0439/48937492/parking-control	1	alg-nld-48937492,Dutch Algorithm Register,Dutch Algorithm Register public metadata; terms/reuse posture remains bounded and metadata-only in this pilot.,Netherlands,Parking control,Municipality of Purmerend,municipality of purmerend,public	direct source-surface existence review only; no deployment, compliance, legality, prevalence, safety, or ranking claim	Reviewed public/official source surface, registry, policy, sandbox, or context anchor only; no concrete edge-case record extracted.	move_to_next_bulk_queue	Completion closes source-surface routing only; it is not reviewed-core promotion, incident truth, legality, safety, compliance, prevalence, or ranking.
SRPH-01381	LIMEN-SIGNAL-5316A8097104CCA4	closed_source_surface_anchor_only	complete_no_case_claim	not_obscure_ai_case	source_surface_anchor_only	P3		https://algoritmes.overheid.nl/en/algoritme/78714289	algoritmes.overheid.nl	regulator_or_public_authority	direct_official_source_surface	https://algoritmes.overheid.nl/en/algoritme/78714289	1	1,ALL-NL-ALG-REG-0978,NL-ALG-REG,Algorithm Register of the Dutch government,Netherlands,NL-ALG-78714289,Detecting risks of inaccuracies in customs declarations for consumption tax,,In use,NL-ALG-REG,unique-ti	direct source-surface existence review only; no deployment, compliance, legality, prevalence, safety, or ranking claim	Reviewed public/official source surface, registry, policy, sandbox, or context anchor only; no concrete edge-case record extracted.	move_to_next_bulk_queue	Completion closes source-surface routing only; it is not reviewed-core promotion, incident truth, legality, safety, compliance, prevalence, or ranking.
SRPH-01382	LIMEN-SIGNAL-531FD64AF48311A4	closed_source_surface_anchor_only	complete_no_case_claim	not_obscure_ai_case	source_surface_anchor_only	P3		https://algoritmes.overheid.nl/en/algoritme/64214522	algoritmes.overheid.nl	regulator_or_public_authority	direct_official_source_surface	https://algoritmes.overheid.nl/en/algoritme/64214522	1	7,ALL-NL-ALG-REG-0718,NL-ALG-REG,Algorithm Register of the Dutch government,Netherlands,NL-ALG-64214522,Additional Fixed Fee: audit NAM files,,In use,NL-ALG-REG,unique-title-stratified-random	direct source-surface existence review only; no deployment, compliance, legality, prevalence, safety, or ranking claim	Reviewed public/official source surface, registry, policy, sandbox, or context anchor only; no concrete edge-case record extracted.	move_to_next_bulk_queue	Completion closes source-surface routing only; it is not reviewed-core promotion, incident truth, legality, safety, compliance, prevalence, or ranking.
SRPH-01040	LIMEN-SIGNAL-5483298FA4E78FC1	closed_source_surface_anchor_only	complete_no_case_claim	not_obscure_ai_case	source_surface_anchor_only	P3		https://algoritmes.overheid.nl/en/algoritme/46275888	algoritmes.overheid.nl	regulator_or_public_authority	direct_official_source_surface	https://algoritmes.overheid.nl/en/algoritme/46275888	1	23,ALL-NL-ALG-REG-0777,NL-ALG-REG,Algorithm Register of the Dutch government,Netherlands,NL-ALG-46275888,Adoption of settlement decision,,In use,NL-ALG-REG,unique-title-stratified-random	direct source-surface existence review only; no deployment, compliance, legality, prevalence, safety, or ranking claim	Reviewed public/official source surface, registry, policy, sandbox, or context anchor only; no concrete edge-case record extracted.	move_to_next_bulk_queue	Completion closes source-surface routing only; it is not reviewed-core promotion, incident truth, legality, safety, compliance, prevalence, or ranking.
SRPH-00880	LIMEN-SIGNAL-6AF7C6FEAA01CC16	closed_source_surface_anchor_only	complete_no_case_claim	not_obscure_ai_case	source_surface_anchor_only	P2		https://algoritmes.overheid.nl/en/algoritme/zb000215/93257695/anonymisation-software	algoritmes.overheid.nl	regulator_or_public_authority	direct_official_source_surface	https://algoritmes.overheid.nl/en/algoritme/zb000215/93257695/anonymisation-software	1	alg-nld-93257695,Dutch Algorithm Register,Dutch Algorithm Register public metadata; terms/reuse posture remains bounded and metadata-only in this pilot.,Netherlands,Anonymisation software,Dutch Data Protection Authority,dutch data protectio	direct source-surface existence review only; no deployment, compliance, legality, prevalence, safety, or ranking claim	Reviewed public/official source surface, registry, policy, sandbox, or context anchor only; no concrete edge-case record extracted.	move_to_next_bulk_queue	Completion closes source-surface routing only; it is not reviewed-core promotion, incident truth, legality, safety, compliance, prevalence, or ranking.
SRPH-01383	LIMEN-SIGNAL-7EF557BFF2048247	closed_source_surface_anchor_only	complete_no_case_claim	not_obscure_ai_case	source_surface_anchor_only	P3		https://algoritmes.overheid.nl/en/algoritme/42276773	algoritmes.overheid.nl	regulator_or_public_authority	direct_official_source_surface	https://algoritmes.overheid.nl/en/algoritme/42276773	1	12,ALL-NL-ALG-REG-0623,NL-ALG-REG,Algorithm Register of the Dutch government,Netherlands,NL-ALG-42276773,Chatbot Wout,,In use,NL-ALG-REG,unique-title-stratified-random	direct source-surface existence review only; no deployment, compliance, legality, prevalence, safety, or ranking claim	Reviewed public/official source surface, registry, policy, sandbox, or context anchor only; no concrete edge-case record extracted.	move_to_next_bulk_queue	Completion closes source-surface routing only; it is not reviewed-core promotion, incident truth, legality, safety, compliance, prevalence, or ranking.
SRPH-01384	LIMEN-SIGNAL-833774638F02F3D3	closed_source_surface_anchor_only	complete_no_case_claim	not_obscure_ai_case	source_surface_anchor_only	P3		https://algoritmes.overheid.nl/en/algoritme/85844953	algoritmes.overheid.nl	regulator_or_public_authority	official_named_surface	https://algoritmes.overheid.nl/en/algoritme/85844953	1	ALL-NL-ALG-REG-0012,NL-ALG-REG,Algorithm Register of the Dutch government,Netherlands,NL-ALG-85844953,WOZ valuation with model-based valuation,,In use,deployed_or_production_or_in_use,yes,official Dutch Algor	surface existence only; no incident truth, legality, compliance, safety, prevalence, or ranking claim	Reviewed public/official source surface, registry, policy, sandbox, or context anchor only; no concrete edge-case record extracted.	move_to_next_bulk_queue	Completion closes source-surface routing only; it is not reviewed-core promotion, incident truth, legality, safety, compliance, prevalence, or ranking.
SRPH-01385	LIMEN-SIGNAL-83B5C2254DD5EC86	closed_source_surface_anchor_only	complete_no_case_claim	not_obscure_ai_case	source_surface_anchor_only	P3		https://algoritmes.overheid.nl/en/algoritme/89931921	algoritmes.overheid.nl	regulator_or_public_authority	official_named_surface	https://algoritmes.overheid.nl/en/algoritme/89931921	1	ACC-NL-026,P0,NL-ALG-REG,Algorithm Register of the Dutch government,Netherlands,active_register,NL-ALG-89931921,Text classification for undermining themes,,200,official HTML listing page plus detail page,yes,	surface existence only; no incident truth, legality, compliance, safety, prevalence, or ranking claim	Reviewed public/official source surface, registry, policy, sandbox, or context anchor only; no concrete edge-case record extracted.	move_to_next_bulk_queue	Completion closes source-surface routing only; it is not reviewed-core promotion, incident truth, legality, safety, compliance, prevalence, or ranking.
