signal_id	bulk_route	source_review_verdict	source_review_role	review_priority	shards	queries	source_path	source_line	reason	claim_ceiling	next_action
LIMEN-SIGNAL-49394CCB2C34E44E	closed_merge_existing_surface	merge_existing_surface	existing_registry_sample	P1_official_or_regulator_review	public-sector	algorithm register	/srv/tyche/projects/public-ai-registry/results/submission-preprint-packages/public-ai-registry-preprint-package-20260606T050159Z/tables/registry-gap-map-v0.2.csv	9	Dutch register sample row is a translated sample from an already-modeled registry surface.	dedupe to existing NL-ALG-REG surface only	attach to existing NL-ALG-REG surface
LIMEN-SIGNAL-497A2B4479631297	closed_merge_existing_surface	merge_existing_surface	existing_registry_record	P1_official_or_regulator_review	public-sector	AI register	/srv/tyche/projects/public-ai-registry/data/registry-deployed-record-accession-all-20260607.csv	1422	Canada registry row duplicates an already-modeled CA-AI-REG surface.	dedupe to existing CA-AI-REG surface only	attach to existing CA-AI-REG surface
LIMEN-SIGNAL-499FA4CB7F0C72AE	closed_merge_existing_surface	merge_existing_surface	existing_registry_sample	P1_official_or_regulator_review	public-sector	automated decision	/srv/tyche/projects/public-ai-registry/results/submission-preprint-packages/public-ai-registry-preprint-package-20260606T050159Z/tables/registry-sample-records-v0.2.csv	4	Dutch sample-record row is an already-modeled translated registry surface.	dedupe to existing NL-ALG-REG surface only	attach to existing NL-ALG-REG surface
LIMEN-SIGNAL-49A5525C34EE156B	closed_merge_existing_surface	merge_existing_surface	existing_registry_record	P1_official_or_regulator_review	public-sector	algorithm register	/srv/tyche/projects/public-ai-registry/data/registry-deployed-record-accession-all-20260607.csv	21	Dutch deployed-record row duplicates an already-modeled NL-ALG-REG surface.	dedupe to existing NL-ALG-REG surface only	attach to existing NL-ALG-REG surface
LIMEN-SIGNAL-49B9AB887895C920	closed_merge_existing_surface	merge_existing_surface	existing_registry_record	P1_official_or_regulator_review	public-sector	algorithm register	/srv/tyche/projects/public-ai-registry/data/registry-deployed-record-accession-all-20260607.csv	67	Dutch deployed-record row duplicates an already-modeled NL-ALG-REG surface.	dedupe to existing NL-ALG-REG surface only	attach to existing NL-ALG-REG surface
LIMEN-SIGNAL-49C7D99DE1798050	closed_merge_existing_surface	merge_existing_surface	existing_registry_record	P1_official_or_regulator_review	public-sector	AI register	/srv/tyche/projects/public-ai-registry/data/registry-deployed-record-accession-all-20260607.csv	1477	Canada registry row duplicates an already-modeled CA-AI-REG surface.	dedupe to existing CA-AI-REG surface only	attach to existing CA-AI-REG surface
LIMEN-SIGNAL-4A35A95B1264A098	closed_merge_existing_surface	merge_existing_surface	existing_registry_sample	P1_official_or_regulator_review	public-sector	algorithm register	/srv/tyche/projects/public-ai-registry/results/boost/public-ai-registry-boost-012/complaints-field-split-recode-v0.1.csv	10	Dutch complaints-field sample is a translated duplicate of an already-modeled registry surface.	dedupe to existing NL-ALG-REG surface only	attach to existing NL-ALG-REG surface
LIMEN-SIGNAL-4ABDD9ABABF64F08	closed_merge_existing_surface	merge_existing_surface	existing_registry_record	P1_official_or_regulator_review	public-sector	algorithm register	/srv/tyche/projects/public-ai-registry/data/registry-deployed-record-accession-all-20260607.csv	78	Dutch deployed-record row duplicates an already-modeled NL-ALG-REG surface.	dedupe to existing NL-ALG-REG surface only	attach to existing NL-ALG-REG surface
LIMEN-SIGNAL-4AE7C1A2419081C4	closed_merge_existing_surface	merge_existing_surface	existing_registry_record	P1_official_or_regulator_review	public-sector	algorithm register	/srv/tyche/projects/public-ai-registry/data/registry-deployed-record-accession-all-20260607.csv	71	Dutch deployed-record row duplicates an already-modeled NL-ALG-REG surface.	dedupe to existing NL-ALG-REG surface only	attach to existing NL-ALG-REG surface
LIMEN-SIGNAL-4B2EF14E604AB73F	closed_merge_existing_surface	merge_existing_surface	existing_registry_record	P1_official_or_regulator_review	public-sector	algorithm register	/srv/tyche/projects/public-ai-registry/data/registry-deployed-record-accession-all-20260607.csv	84	Dutch deployed-record row duplicates an already-modeled NL-ALG-REG surface.	dedupe to existing NL-ALG-REG surface only	attach to existing NL-ALG-REG surface
LIMEN-SIGNAL-4B5F7285C77D8C4C	closed_merge_existing_surface	merge_existing_surface	existing_registry_seed	P1_official_or_regulator_review	public-sector	algorithm register	/srv/tyche/atlas/tyche-thesis-atlas-factory/config/hermes-v02-expansion-seeds.json	5091	Seed catalog title/URL points to the already-modeled Dutch Government Algorithm Register.	dedupe to existing NL-ALG-REG surface only	attach to existing NL-ALG-REG surface
LIMEN-SIGNAL-4C06FA86694551C7	closed_merge_existing_surface	merge_existing_surface	existing_registry_derived_agent	P1_official_or_regulator_review	public-sector	algorithm register	/srv/tyche/gaia/tyche-research-vault/data/eu-agent-atlas-v0.1/exports/eu-agent-atlas-v0.1.csv	55	EU atlas row points back to an already-modeled Dutch Algorithm Register surface.	dedupe to existing NL-ALG-REG surface only	attach to existing NL-ALG-REG surface
LIMEN-SIGNAL-4C16D85331205E0D	closed_merge_existing_surface	merge_existing_surface	already_modeled_registry_surface	P1_official_or_regulator_review	public-sector	AI register	/srv/tyche/projects/public-ai-registry/data/evidence-schema-comparator-v0.1.csv	4	Local aggregate/comparator row points to an already-modeled registry surface rather than a new individual source record.	registry-surface metadata only; no individual deployment, compliance, prevalence, or ranking claim	merge with existing registry/dashboard surface model instead of promoting again
LIMEN-SIGNAL-4C3C2B611C9636C5	closed_merge_existing_surface	merge_existing_surface	existing_registry_record	P1_official_or_regulator_review	public-sector	AI register	/srv/tyche/projects/public-ai-registry/data/registry-record-accession-candidates-all-priorities-20260607.csv	103	Canada accession candidate row duplicates an already-modeled CA-AI-REG surface.	dedupe to existing CA-AI-REG surface only	attach to existing CA-AI-REG surface
LIMEN-SIGNAL-4D455FBD9FD864B8	closed_merge_existing_surface	merge_existing_surface	existing_registry_surface	P1_official_or_regulator_review	public-sector	algorithm register	/srv/tyche/projects/public-ai-registry/data/registry-deployed-record-accession-all-20260607.csv	81	Dutch Algorithm Register record already belongs to modeled registry surface	dedupe to existing registry/dashboard surface only	merge into NL-ALG-REG source family
LIMEN-SIGNAL-4DC1296F133100C7	closed_merge_existing_surface	merge_existing_surface	existing_registry_surface	P1_official_or_regulator_review	public-sector	AI register	/srv/tyche/projects/public-ai-registry/data/registry-deployed-record-accession-candidates-20260607.csv	101	Canada AI Register record already belongs to modeled registry surface	dedupe to existing registry/dashboard surface only	merge into CA-AI-REG source family
LIMEN-SIGNAL-4E8F8494C15BC65F	closed_merge_existing_surface	merge_existing_surface	existing_registry_surface	P1_official_or_regulator_review	public-sector	AI register	/srv/tyche/projects/public-ai-registry/data/registry-deployed-record-accession-all-20260607.csv	1471	Canada AI Register record already belongs to modeled registry surface	dedupe to existing registry/dashboard surface only	merge into CA-AI-REG source family
LIMEN-SIGNAL-4EBAD9664DA996EE	closed_merge_existing_surface	merge_existing_surface	existing_registry_surface	P1_official_or_regulator_review	public-sector	AI register	/srv/tyche/projects/public-ai-registry/data/registry-record-accession-candidates-all-priorities-20260607.csv	107	Canada AI Register accession row duplicates modeled registry surface	dedupe to existing registry/dashboard surface only	merge into CA-AI-REG source family
LIMEN-SIGNAL-4ED1604AA8FE6492	closed_merge_existing_surface	merge_existing_surface	existing_registry_surface	P1_official_or_regulator_review	public-sector	algorithm register	/srv/tyche/projects/public-ai-registry/data/registry-record-accession-candidates-all-priorities-20260607.csv	18	Dutch Algorithm Register accession row duplicates modeled registry surface	dedupe to existing registry/dashboard surface only	merge into NL-ALG-REG source family
LIMEN-SIGNAL-4EDBAFC464EC89D3	closed_merge_existing_surface	merge_existing_surface	already_modeled_registry_surface	P1_official_or_regulator_review	public-sector	automated decision	/srv/tyche/projects/public-ai-registry/data/evidence-schema-comparator-v0.1.csv	4	Local aggregate/comparator row points to an already-modeled registry surface rather than a new individual source record.	registry-surface metadata only; no individual deployment, compliance, prevalence, or ranking claim	merge with existing registry/dashboard surface model instead of promoting again
LIMEN-SIGNAL-51AE61652E1A8302	closed_merge_existing_surface	merge_existing_surface	existing_registry_surface	P1_official_or_regulator_review	public-sector	algorithm register	/srv/tyche/projects/public-ai-registry/data/registry-deployed-record-accession-all-20260607.csv	56	Dutch Algorithm Register bulk row duplicates modeled registry surface	dedupe to existing registry/dashboard surface only	merge into NL-ALG-REG source family
LIMEN-SIGNAL-5289D27A63DDA039	closed_merge_existing_surface	merge_existing_surface	existing_modeled_surface	P1_official_or_regulator_review	public-sector	AI register	/srv/tyche/projects/public-ai-registry/data/registry-deployed-record-accession-candidates-20260607.csv	102	Local row duplicates or repackages an already-modeled Government of Canada AI Register surface.	Treat only as duplicate support for an existing modeled surface, not as a new source surface.	Merge into the existing modeled surface and deduplicate this queue item.
LIMEN-SIGNAL-5296705366274930	closed_merge_existing_surface	merge_existing_surface	existing_modeled_surface	P1_official_or_regulator_review	public-sector	AI register	/srv/tyche/projects/public-ai-registry/data/registry-record-accession-candidates-all-priorities-20260607.csv	126	Local row duplicates or repackages an already-modeled Government of Canada AI Register surface.	Treat only as duplicate support for an existing modeled surface, not as a new source surface.	Merge into the existing modeled surface and deduplicate this queue item.
LIMEN-SIGNAL-52AABDC59C84588E	closed_merge_existing_surface	merge_existing_surface	existing_modeled_surface	P1_official_or_regulator_review	public-sector	algorithm register	/srv/tyche/projects/public-ai-registry/results/submission-preprint-packages/public-ai-registry-preprint-package-20260606T050415Z/manuscript.html	108	Local row duplicates or repackages an already-modeled Dutch Algorithm Register surface.	Treat only as duplicate support for an existing modeled surface, not as a new source surface.	Merge into the existing modeled surface and deduplicate this queue item.
LIMEN-SIGNAL-52AC9E2A03C5766D	closed_merge_existing_surface	merge_existing_surface	existing_modeled_surface	P1_official_or_regulator_review	public-sector	algorithm register	/srv/tyche/projects/public-ai-registry/data/registry-record-accession-candidates-all-priorities-20260607.csv	14	Local row duplicates or repackages an already-modeled Dutch Algorithm Register surface.	Treat only as duplicate support for an existing modeled surface, not as a new source surface.	Merge into the existing modeled surface and deduplicate this queue item.
LIMEN-SIGNAL-52FC5CCFCE9E1686	closed_merge_existing_surface	merge_existing_surface	existing_modeled_surface	P1_official_or_regulator_review	public-sector	automated decision	/srv/tyche/projects/public-ai-registry/results/submission-preprint-packages/public-ai-registry-preprint-package-20260606T050050Z/tables/registry-gap-map-v0.2.csv	9	Local row duplicates or repackages an already-modeled Dutch Algorithm Register surface.	Treat only as duplicate support for an existing modeled surface, not as a new source surface.	Merge into the existing modeled surface and deduplicate this queue item.
LIMEN-SIGNAL-532BA41E5FEFE4D8	closed_merge_existing_surface	merge_existing_surface	existing_modeled_surface	P1_official_or_regulator_review	public-sector	algorithm register	/srv/tyche/projects/public-ai-registry/data/registry-record-accession-candidates-all-priorities-20260607.csv	4	Local row duplicates or repackages an already-modeled Dutch Algorithm Register surface.	Treat only as duplicate support for an existing modeled surface, not as a new source surface.	Merge into the existing modeled surface and deduplicate this queue item.
LIMEN-SIGNAL-533C9756C2F57A65	closed_merge_existing_surface	merge_existing_surface	existing_modeled_surface	P1_official_or_regulator_review	public-sector	algorithm register	/srv/tyche/projects/public-ai-registry/results/submission-preprint-packages/public-ai-registry-preprint-package-20260606T050415Z/tables/registry-gap-map-v0.2.preview.csv	9	Local row duplicates or repackages an already-modeled Dutch Algorithm Register surface.	Treat only as duplicate support for an existing modeled surface, not as a new source surface.	Merge into the existing modeled surface and deduplicate this queue item.
LIMEN-SIGNAL-538E0D58AE36D525	closed_merge_existing_surface	merge_existing_surface	existing_modeled_surface	P1_official_or_regulator_review	public-sector	AI register	/srv/tyche/projects/public-ai-registry/data/registry-deployed-record-accession-candidates-20260607.csv	71	Local row duplicates or repackages an already-modeled Government of Canada AI Register surface.	Treat only as duplicate support for an existing modeled surface, not as a new source surface.	Merge into the existing modeled surface and deduplicate this queue item.
LIMEN-SIGNAL-538FB59E9AFD4AF9	closed_merge_existing_surface	merge_existing_surface	existing_modeled_surface	P1_official_or_regulator_review	public-sector	algorithm register	/srv/tyche/projects/public-ai-registry/data/registry-sample-records-v0.2.csv	3	Local row duplicates or repackages an already-modeled Dutch Algorithm Register surface.	Treat only as duplicate support for an existing modeled surface, not as a new source surface.	Merge into the existing modeled surface and deduplicate this queue item.
LIMEN-SIGNAL-539330A3CE42DC6F	closed_merge_existing_surface	merge_existing_surface	existing_modeled_surface	P1_official_or_regulator_review	public-sector	algorithm register	/srv/tyche/projects/public-ai-registry/data/registry-record-accession-candidates-all-priorities-20260607.csv	46	Local row duplicates or repackages an already-modeled Dutch Algorithm Register surface.	Treat only as duplicate support for an existing modeled surface, not as a new source surface.	Merge into the existing modeled surface and deduplicate this queue item.
LIMEN-SIGNAL-544360F97FC7D53D	closed_merge_existing_surface	merge_existing_surface	existing_modeled_surface	P1_official_or_regulator_review	public-sector	algorithm register	/srv/tyche/projects/public-ai-registry/results/submission-preprint-packages/public-ai-registry-preprint-package-20260606T204009Z/tables/registry-sample-records-v0.2.csv	4	Local row duplicates or repackages an already-modeled Dutch Algorithm Register surface.	Treat only as duplicate support for an existing modeled surface, not as a new source surface.	Merge into the existing modeled surface and deduplicate this queue item.
LIMEN-SIGNAL-54A8A4699331D76A	closed_merge_existing_surface	merge_existing_surface	existing_modeled_surface	P1_official_or_regulator_review	public-sector	algorithm register	/srv/tyche/projects/public-ai-registry/data/registry-deployed-record-accession-all-20260607.csv	73	Local row duplicates or repackages an already-modeled Dutch Algorithm Register surface.	Treat only as duplicate support for an existing modeled surface, not as a new source surface.	Merge into the existing modeled surface and deduplicate this queue item.
LIMEN-SIGNAL-54B2D233CC06B671	closed_merge_existing_surface	merge_existing_surface	existing_modeled_surface	P1_official_or_regulator_review	public-sector	algorithm register	/srv/tyche/projects/public-ai-registry/data/record-level-depth-audit-v0.11.csv	19	Local row duplicates or repackages an already-modeled Dutch Algorithm Register surface.	Treat only as duplicate support for an existing modeled surface, not as a new source surface.	Merge into the existing modeled surface and deduplicate this queue item.
LIMEN-SIGNAL-54CBD92D07AD1EDD	closed_merge_existing_surface	merge_existing_surface	existing_modeled_surface	P1_official_or_regulator_review	public-sector	algorithm register	/srv/tyche/projects/public-ai-registry/results/submission-preprint-packages/public-ai-registry-preprint-package-20260606T050415Z/tables/registry-gap-map-v0.2.csv	10	Local row duplicates or repackages an already-modeled Dutch Algorithm Register surface.	Treat only as duplicate support for an existing modeled surface, not as a new source surface.	Merge into the existing modeled surface and deduplicate this queue item.
LIMEN-SIGNAL-551D93BBC3051119	closed_merge_existing_surface	merge_existing_surface	existing_modeled_surface	P1_official_or_regulator_review	public-sector	AI register	/srv/tyche/projects/public-ai-registry/data/registry-deployed-record-accession-all-20260607.csv	1455	Local row duplicates or repackages an already-modeled Government of Canada AI Register surface.	Treat only as duplicate support for an existing modeled surface, not as a new source surface.	Merge into the existing modeled surface and deduplicate this queue item.
LIMEN-SIGNAL-55F72500C018830B	closed_merge_existing_surface	merge_existing_surface	existing_modeled_surface	P1_official_or_regulator_review	public-sector	algorithm register	/srv/tyche/projects/public-ai-registry/data/registry-deployed-record-accession-all-20260607.csv	53	Local row duplicates or repackages an already-modeled Dutch Algorithm Register surface.	Treat only as duplicate support for an existing modeled surface, not as a new source surface.	Merge into the existing modeled surface and deduplicate this queue item.
LIMEN-SIGNAL-56F6A5E6514160D7	closed_merge_existing_surface	merge_existing_surface	existing_registry_surface	P1_official_or_regulator_review	public-sector	AI register	/srv/tyche/projects/public-ai-registry/data/registry-deployed-record-accession-candidates-20260607.csv	76	Government of Canada AI Register record; merge into canonical existing register surface.	dedupe only; no new source claim	dedupe to Canada AI Register surface
LIMEN-SIGNAL-575F29BDC6802500	closed_merge_existing_surface	merge_existing_surface	existing_sandbox_surface	P1_official_or_regulator_review	public-sector	regulatory sandbox	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_READINESS_WORLD_SOURCE_PACK.csv	862	Duplicate SAMA regulatory sandbox surface already represented elsewhere in batch.	dedupe only; no new source claim	dedupe to canonical SAMA sandbox surface
LIMEN-SIGNAL-5840CBCDE7154136	closed_merge_existing_surface	merge_existing_surface	existing_registry_surface	P1_official_or_regulator_review	public-sector	AI register	/srv/tyche/projects/public-ai-registry/data/registry-record-accession-candidates-all-priorities-20260607.csv	116	Government of Canada AI Register accession candidate should merge into canonical register surface.	dedupe only; no new source claim	dedupe to Canada AI Register surface
LIMEN-SIGNAL-586EF8ECAF0EA036	closed_merge_existing_surface	merge_existing_surface	already_modeled_registry_surface	P1_official_or_regulator_review	public-sector	AI register	/srv/tyche/projects/public-ai-registry/data/deployed-record-dedup-analysis-v0.1.csv	5	Local aggregate/comparator row points to an already-modeled registry surface rather than a new individual source record.	registry-surface metadata only; no individual deployment, compliance, prevalence, or ranking claim	merge with existing registry/dashboard surface model instead of promoting again
LIMEN-SIGNAL-5871FF5A1A851E92	closed_merge_existing_surface	merge_existing_surface	existing_registry_surface	P1_official_or_regulator_review	public-sector	automated decision	/srv/tyche/projects/public-ai-registry/results/submission-preprint-packages/public-ai-registry-preprint-package-20260606T050050Z/tables/registry-gap-map-v0.2.csv	10	Dutch Algorithm Register record sample should merge into canonical registry surface.	dedupe only; no new source claim	dedupe to Dutch Algorithm Register surface
LIMEN-SIGNAL-58A8D33342C8F69B	closed_merge_existing_surface	merge_existing_surface	existing_registry_surface	P1_official_or_regulator_review	public-sector	AI register	/srv/tyche/projects/public-ai-registry/data/registry-record-accession-candidates-all-priorities-20260607.csv	119	Government of Canada AI Register accession candidate should merge into canonical register surface.	dedupe only; no new source claim	dedupe to Canada AI Register surface
LIMEN-SIGNAL-5A1CD0991E5CFA35	closed_merge_existing_surface	merge_existing_surface	existing_registry_surface	P1_official_or_regulator_review	public-sector	algorithm register	/srv/tyche/projects/public-ai-registry/results/submission-preprint-packages/public-ai-registry-preprint-package-20260606T204009Z/tables/registry-sample-records-v0.2.preview.csv	3	Dutch Algorithm Register preview row should merge into canonical registry surface.	dedupe only; no new source claim	dedupe to Dutch Algorithm Register surface
LIMEN-SIGNAL-5A4C3F34C0C3691E	closed_merge_existing_surface	merge_existing_surface	existing_registry_surface	P1_official_or_regulator_review	public-sector	algorithm register	/srv/tyche/projects/public-ai-registry/results/submission-preprint-packages/public-ai-registry-preprint-package-20260606T204009Z/tables/registry-sample-records-v0.2.csv	3	Dutch Algorithm Register sample row should merge into canonical registry surface.	dedupe only; no new source claim	dedupe to Dutch Algorithm Register surface
LIMEN-SIGNAL-5B24949AAF2E0D53	closed_merge_existing_surface	merge_existing_surface	existing_registry_surface	P1_official_or_regulator_review	public-sector	algorithm register	/srv/tyche/projects/public-ai-registry/data/registry-deployed-record-accession-all-20260607.csv	62	Dutch Algorithm Register accession row should merge into canonical registry surface.	dedupe only; no new source claim	dedupe to Dutch Algorithm Register surface
LIMEN-SIGNAL-5B32CEBE194DC0A7	closed_merge_existing_surface	merge_existing_surface	existing_registry_surface	P1_official_or_regulator_review	public-sector	algorithm register	/srv/tyche/gaia/tyche-research-vault/data/eu-agent-atlas-v0.1/exports/eu-agent-atlas-facts-v0.1.csv	24	Derived fact row points back to the Dutch Algorithm Register canonical surface.	dedupe only; no new source claim	dedupe to Dutch Algorithm Register surface
LIMEN-SIGNAL-5BAE2D980C415B60	closed_merge_existing_surface	merge_existing_surface	existing_modeled_surface	P1_official_or_regulator_review	public-sector	automated decision	/srv/tyche/gaia/tyche-research-vault/data/eu-agent-atlas-v0.1/facts.jsonl	23	already points to a locally modeled registry/dashboard surface	direct source review may inspect source posture only; no prevalence, legality, safety, or compliance claim	dedupe to existing modeled surface
LIMEN-SIGNAL-5C0D94FDE8745642	closed_merge_existing_surface	merge_existing_surface	existing_algorithm_register_surface	P1_official_or_regulator_review	public-sector	algorithm register	/srv/tyche/projects/public-ai-registry/data/registry-record-accession-candidates-all-priorities-20260607.csv	33	already points to the Dutch Algorithm Register, an already-modeled registry surface	direct source review may inspect source posture only; no prevalence, legality, safety, or compliance claim	dedupe to existing Dutch Algorithm Register surface
LIMEN-SIGNAL-5C486D6E7DB6675D	closed_merge_existing_surface	merge_existing_surface	existing_ai_register_surface	P1_official_or_regulator_review	public-sector	AI register	/srv/tyche/projects/public-ai-registry/data/registry-deployed-record-accession-all-20260607.csv	1468	already points to the Government of Canada AI Register, an already-modeled registry surface	direct source review may inspect source posture only; no prevalence, legality, safety, or compliance claim	dedupe to existing Government of Canada AI Register surface
LIMEN-SIGNAL-5EE5B45BEF9F9989	closed_merge_existing_surface	merge_existing_surface	existing_ai_register_surface	P1_official_or_regulator_review	public-sector	AI register	/srv/tyche/projects/public-ai-registry/data/registry-deployed-record-accession-candidates-20260607.csv	72	already points to the Government of Canada AI Register, an already-modeled registry surface	direct source review may inspect source posture only; no prevalence, legality, safety, or compliance claim	dedupe to existing Government of Canada AI Register surface
LIMEN-SIGNAL-5EF33AA4A4DE3372	closed_merge_existing_surface	merge_existing_surface	existing_modeled_surface	P1_official_or_regulator_review	public-sector	algorithm register	/srv/tyche/gaia/tyche-research-vault/data/eu-agent-atlas-v0.1/records.jsonl	54	already points to a locally modeled registry/dashboard surface	direct source review may inspect source posture only; no prevalence, legality, safety, or compliance claim	dedupe to existing modeled surface
LIMEN-SIGNAL-5FA4AD2A59EC3396	closed_merge_existing_surface	merge_existing_surface	existing_algorithm_register_surface	P1_official_or_regulator_review	public-sector	algorithm register	/srv/tyche/atlas/tyche-thesis-atlas-factory/preprint-packages/tyche-thesis-atlas-v0.2.3-preprint/analysis/country-readiness/pallas-country-ai-readiness-v0.2.md	152	already points to the Dutch Algorithm Register, an already-modeled registry surface	direct source review may inspect source posture only; no prevalence, legality, safety, or compliance claim	dedupe to existing Dutch Algorithm Register surface
LIMEN-SIGNAL-5FBA501CD9664041	closed_merge_existing_surface	merge_existing_surface	existing_algorithm_register_surface	P1_official_or_regulator_review	public-sector	algorithm register	/srv/tyche/projects/public-ai-registry/data/registry-deployed-record-accession-all-20260607.csv	22	already points to the Dutch Algorithm Register, an already-modeled registry surface	direct source review may inspect source posture only; no prevalence, legality, safety, or compliance claim	dedupe to existing Dutch Algorithm Register surface
LIMEN-SIGNAL-60B9BA1686438A78	closed_merge_existing_surface	merge_existing_surface	existing_modeled_surface	P1_official_or_regulator_review	public-sector	algorithm register	/srv/tyche/projects/public-ai-registry/data/registry-record-accession-candidates-all-priorities-20260607.csv	35	Local registry-family row duplicates an already-modeled direct surface.	dedupe to existing modeled surface; no new substantive claim	link to existing modeled surface and drop duplicate
LIMEN-SIGNAL-61954AA49BC5FBF1	closed_merge_existing_surface	merge_existing_surface	existing_modeled_surface	P1_official_or_regulator_review	public-sector	AI register	/srv/tyche/projects/public-ai-registry/data/registry-source-family-denominator-post-accession-20260607.csv	6	Local registry-family row duplicates an already-modeled direct surface.	dedupe to existing modeled surface; no new substantive claim	link to existing modeled surface and drop duplicate
LIMEN-SIGNAL-64A5EECE53F733C8	closed_merge_existing_surface	merge_existing_surface	existing_modeled_surface	P1_official_or_regulator_review	public-sector	AI register	/srv/tyche/projects/public-ai-registry/data/registry-deployed-record-accession-all-20260607.csv	1427	Canonical Canada AI Register surface already modeled locally; this row is a duplicate registry artifact.	dedupe only; no new source claim	dedupe to existing modeled surface
LIMEN-SIGNAL-65E4BE2E009DEF05	closed_merge_existing_surface	merge_existing_surface	existing_modeled_surface	P1_official_or_regulator_review	public-sector	AI register	/srv/tyche/projects/public-ai-registry/data/registry-deployed-record-accession-all-20260607.csv	1480	Canonical Canada AI Register surface already modeled locally; this row is a duplicate registry artifact.	dedupe only; no new source claim	dedupe to existing modeled surface
LIMEN-SIGNAL-667CA7CF3F0CD84D	closed_merge_existing_surface	merge_existing_surface	existing_modeled_surface	P1_official_or_regulator_review	public-sector	AI register	/srv/tyche/projects/public-ai-registry/data/registry-deployed-record-accession-candidates-20260607.csv	89	Canonical Canada AI Register surface already modeled locally; this row is a duplicate registry artifact.	dedupe only; no new source claim	dedupe to existing modeled surface
LIMEN-SIGNAL-667EA55B76D2D56D	closed_merge_existing_surface	merge_existing_surface	existing_modeled_surface	P1_official_or_regulator_review	public-sector	AI register	/srv/tyche/projects/public-ai-registry/data/registry-deployed-record-accession-all-20260607.csv	1494	Canonical Canada AI Register surface already modeled locally; this row is a duplicate registry artifact.	dedupe only; no new source claim	dedupe to existing modeled surface
LIMEN-SIGNAL-66DDA2246EDC7024	closed_merge_existing_surface	merge_existing_surface	existing_modeled_surface	P1_official_or_regulator_review	public-sector	algorithm register	/srv/tyche/projects/public-ai-registry/data/registry-record-accession-candidates-all-priorities-20260607.csv	15	Canonical Dutch Algorithm Register surface already modeled locally; this row is a duplicate registry artifact.	dedupe only; no new source claim	dedupe to existing modeled surface
LIMEN-SIGNAL-684A8753D6C828C5	closed_merge_existing_surface	merge_existing_surface	existing_modeled_surface	P1_official_or_regulator_review	public-sector	algorithm register	/srv/tyche/projects/public-ai-registry/data/registry-deployed-record-accession-all-20260607.csv	64	Canonical Dutch Algorithm Register surface already modeled locally; this row is a duplicate registry artifact.	dedupe only; no new source claim	dedupe to existing modeled surface
LIMEN-SIGNAL-6855B377816A1C7E	closed_merge_existing_surface	merge_existing_surface	existing_modeled_surface	P1_official_or_regulator_review	public-sector	algorithm register	/srv/tyche/projects/public-ai-registry/data/registry-deployed-record-accession-all-20260607.csv	79	Canonical Dutch Algorithm Register surface already modeled locally; this row is a duplicate registry artifact.	dedupe only; no new source claim	dedupe to existing modeled surface
LIMEN-SIGNAL-68E5C3AB91799EB6	closed_merge_existing_surface	merge_existing_surface	already-modeled registry surface	P1_official_or_regulator_review	public-sector	algorithm register	/srv/tyche/atlas/tyche-thesis-atlas-factory/corpus/v0.2-working/gaia-agent-atlas/gaia-facts-latest.jsonl	588	Internal Gaia fact resolves to the Dutch Algorithm Register, already modeled locally.	Dedup only; no new source claim.	Deduplicate against existing modeled surface.
LIMEN-SIGNAL-690D9F3A83817C59	closed_merge_existing_surface	merge_existing_surface	already-modeled registry surface	P1_official_or_regulator_review	public-sector	algorithm register	/srv/tyche/projects/public-ai-registry/data/registry-record-accession-candidates-all-priorities-20260607.csv	40	Canonical accession row points to the Dutch Algorithm Register already modeled locally.	Dedup only; no new source claim.	Deduplicate against existing modeled surface.
LIMEN-SIGNAL-691FCA4801C7C3EB	closed_merge_existing_surface	merge_existing_surface	already-modeled registry surface	P1_official_or_regulator_review	public-sector	AI register	/srv/tyche/projects/public-ai-registry/data/registry-deployed-record-accession-candidates-20260607.csv	92	Candidate row points to the Government of Canada AI Register already modeled locally.	Dedup only; no new source claim.	Deduplicate against existing modeled surface.
LIMEN-SIGNAL-6A754DC32157EDBA	closed_merge_existing_surface	merge_existing_surface	already-modeled registry surface	P1_official_or_regulator_review	public-sector	algorithm register	/srv/tyche/projects/public-ai-registry/data/registry-deployed-record-accession-all-20260607.csv	83	Canonical row points to the Dutch Algorithm Register already modeled locally.	Dedup only; no new source claim.	Deduplicate against existing modeled surface.
LIMEN-SIGNAL-6AB74B434350F4F7	closed_merge_existing_surface	merge_existing_surface	already-modeled catalogue surface	P1_official_or_regulator_review	public-sector	algorithm register	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_SPRINT_1_SOURCE_REFRESH.csv	153	Source-refresh row explicitly says the official catalogue source is already retained.	Dedup only; no new source claim.	Deduplicate against existing modeled surface.
LIMEN-SIGNAL-6B2990089A3BD8F2	closed_merge_existing_surface	merge_existing_surface	already-modeled registry surface	P1_official_or_regulator_review	public-sector	algorithm register	/srv/tyche/projects/public-ai-registry/data/registry-gap-map-v0.2.csv	5	Gap-map row points to the UK ATRS hub already modeled locally.	Dedup only; no new source claim.	Deduplicate against existing modeled surface.
