queue_id	signal_id	bulk_source_verdict	extracted_source_url	source_name	evidence_location	reason	claim_ceiling	next_action	batch_id	review_priority	source_review_role	shards	queries	source_path	source_line
BTPS-00073	LIMEN-SIGNAL-4B274D0A5B22433C	source_url_extracted	https://au.int/en/node/44004	African Union Continental Artificial Intelligence Strategy	/srv/tyche/atlas/tyche-thesis-atlas-factory/corpus/v0.2-working/records/african-multilingual-language-history.jsonl:218 (source_url)	Explicit continental AI strategy URL in local JSONL metadata for African Union; bounded to parent-source surface.	parent source/container surface only; no implementation or legal finding	Extract parent page/PDF relationship and keep as source-context hardening	20260616T130035Z-lane5-c2f58aa7	P2_article_relevance_review	translation_candidate_parent_source_extraction	legal-research	AI evidence	/srv/tyche/atlas/tyche-thesis-atlas-factory/corpus/v0.2-working/records/african-multilingual-language-history.jsonl	218
BTPS-00074	LIMEN-SIGNAL-572981C28B73AF47	source_url_extracted	https://static.au.int/en/document/44004-doc-en-continentalaistrategyjuly2024pdf	African Union Continental AI Strategy PDF	/srv/tyche/atlas/tyche-thesis-atlas-factory/corpus/v0.2-working/data/lanes/african-multilingual-language-latest.jsonl:2 (seed_url)	Explicit continental AI strategy URL in local JSONL metadata for African Union; bounded to parent-source surface.	parent-source policy/strategy context only; no implementation or compliance claim	Extract parent source metadata and any explicit governance vocabulary with provenance.	20260616T130035Z-lane5-c2f58aa7	P2_article_relevance_review	translation_candidate_parent_source_extraction	legal-research	AI evidence	/srv/tyche/atlas/tyche-thesis-atlas-factory/corpus/v0.2-working/data/lanes/african-multilingual-language-latest.jsonl	2
BTPS-00075	LIMEN-SIGNAL-59247E65B0CB7820	source_url_extracted	https://fmcide.gov.ng/initiative/nais/	Nigeria National Artificial Intelligence Strategy	/srv/tyche/atlas/tyche-thesis-atlas-factory/corpus/v0.2-working/records/african-multilingual-language-latest.jsonl:4 (source_url)	Explicit government AI policy URL in local JSONL metadata for Nigeria; bounded to parent-source surface.	parent-source strategy context only; no implementation or compliance claim	Extract parent source metadata and explicit strategy vocabulary with provenance.	20260616T130035Z-lane5-c2f58aa7	P2_article_relevance_review	translation_candidate_parent_source_extraction	legal-research	AI evidence	/srv/tyche/atlas/tyche-thesis-atlas-factory/corpus/v0.2-working/records/african-multilingual-language-latest.jsonl	4
BTPS-00076	LIMEN-SIGNAL-5ACEDD275B70ADC4	source_url_extracted	https://www.etalab.gouv.fr/algorithmes-publics	Etalab public algorithms support programme	/srv/tyche/atlas/tyche-thesis-atlas-factory/corpus/v0.2-working/data/lanes/sandboxes-cases-latest.jsonl:14 (seed_url)	Explicit algorithm-register-source URL in local JSONL metadata for France; bounded to parent-source surface.	official source surface and comparator vocabulary only; no case-level finding	consider parent-source extraction for public-sector AI transparency vocabulary	20260616T130035Z-lane5-c2f58aa7	P2_article_relevance_review	translation_candidate_parent_source_extraction	legal-research	AI evidence	/srv/tyche/atlas/tyche-thesis-atlas-factory/corpus/v0.2-working/data/lanes/sandboxes-cases-latest.jsonl	14
BTPS-00077	LIMEN-SIGNAL-5DF189C3F5ACECAF	source_url_extracted	https://www.datatilsynet.dk/regler-og-vejledning/kunstig-intelligens	Datatilsynet: Kunstig intelligens og databeskyttelse	/srv/tyche/atlas/tyche-thesis-atlas-factory/corpus/v0.2-working/data/lanes/nordic-language-latest.jsonl:1 (seed_url)	Explicit regulatory-sandbox-source URL in local JSONL metadata for Denmark; bounded to parent-source surface.	regulator guidance and sandbox-context surface only; no case-level claim	consider parent-source extraction for sandbox comparator vocabulary	20260616T130035Z-lane5-c2f58aa7	P2_article_relevance_review	translation_candidate_parent_source_extraction	public-sector	regulatory sandbox	/srv/tyche/atlas/tyche-thesis-atlas-factory/corpus/v0.2-working/data/lanes/nordic-language-latest.jsonl	1
BTPS-00078	LIMEN-SIGNAL-5EFCABF10D4E4FA0	source_url_extracted	https://www.gov.br/anpd/pt-br/assuntos/projetos-acoes-iniciativas/sandbox/por-que-inteligencia-artificial	ANPD sandbox regulatório: Por que Inteligência Artificial?	/srv/tyche/atlas/tyche-thesis-atlas-factory/inbox/local-hermes/PCEE241002/data/lanes/spanish-portuguese-language-records.jsonl:1 (seed_url)	Explicit regulatory-sandbox-source URL in local JSONL metadata for Brazil; bounded to parent-source surface.	official sandbox source surface only; no safety/legal/compliance finding	consider parent-source extraction for sandbox structure and vocabulary	20260616T130035Z-lane5-c2f58aa7	P2_article_relevance_review	translation_candidate_parent_source_extraction	public-sector	automated decision	/srv/tyche/atlas/tyche-thesis-atlas-factory/inbox/local-hermes/PCEE241002/data/lanes/spanish-portuguese-language-records.jsonl	1
BTPS-00079	LIMEN-SIGNAL-5F9FF78395D533B4	source_url_extracted	https://algoritmes.overheid.nl/en	Dutch Government Algorithm Register	/srv/tyche/atlas/tyche-thesis-atlas-factory/corpus/v0.2-working/records/dutch-belgian-language-history.jsonl:34 (source_url)	Explicit public algorithm register URL in local JSONL metadata for Netherlands; bounded to parent-source surface.	official register surface only; no individual algorithm claim or ranking	extract register as parent source; review individual entries separately	20260616T130035Z-lane5-c2f58aa7	P2_article_relevance_review	translation_candidate_parent_source_extraction	public-sector	algorithm register	/srv/tyche/atlas/tyche-thesis-atlas-factory/corpus/v0.2-working/records/dutch-belgian-language-history.jsonl	34
BTPS-00080	LIMEN-SIGNAL-6245FD2F896A6CFC	source_url_extracted	https://www.gov.br/anpd/pt-br/assuntos/projetos-acoes-iniciativas/sandbox/por-que-inteligencia-artificial	ANPD sandbox regulatório: Por que Inteligência Artificial?	/srv/tyche/atlas/tyche-thesis-atlas-factory/corpus/v0.2-working/records/spanish-portuguese-language-latest.jsonl:1 (source_url)	Explicit regulatory-sandbox-source URL in local JSONL metadata for Brazil; bounded to parent-source surface.	Official Portuguese sandbox source-surface and scope statement only; no substantive compliance or case finding.	Extract parent source surface with Portuguese-aware title, URL, and bounded scope quote.	20260616T130035Z-lane5-c2f58aa7	P2_article_relevance_review	translation_candidate_parent_source_extraction	public-sector	automated decision	/srv/tyche/atlas/tyche-thesis-atlas-factory/corpus/v0.2-working/records/spanish-portuguese-language-latest.jsonl	1
BTPS-00081	LIMEN-SIGNAL-6C59C394579067CF	source_url_extracted	https://aesia.digital.gob.es/storage/media/10-robustness-guideline.pdf	AESIA 10 Robustness guideline	/srv/tyche/atlas/imports/zeus3-tyche-thesis-atlas-factory-20260605/inbox/official/aesia/guides-links.json:11; source text: /srv/tyche/atlas/tyche-thesis-atlas-factory/inbox/official/aesia/text/10-robustness-guideline.txt:557-562	Local AESIA guide ledger explicitly maps the robustness text to the public PDF URL.	Guidance-text source-surface only; no safety finding, prevalence, or incident truth claim.	Extract bounded robustness paragraph with provenance and keep as edge-case vocabulary evidence.	20260616T130035Z-lane6-a13ea36b	P2_article_relevance_review	translation_candidate_parent_source_extraction	security-agentic	model poisoning	/srv/tyche/atlas/tyche-thesis-atlas-factory/inbox/official/aesia/text/10-robustness-guideline.txt	560
BTPS-00082	LIMEN-SIGNAL-6D54AE972DB2C7CE	source_url_extracted	https://www.gob.pe/institucion/pcm/informes-publicaciones/6879780-catalogo-de-aplicaciones-con-inteligencia-artificial-en-el-estado-peruano	Catálogo de Aplicaciones con Inteligencia Artificial en el Estado Peruano	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_SPRINT_15_SOURCE_REFRESH.csv:252; delta row: PALLAS_SECOND_PASS_SPRINT_15_COUNTRY_SCORE_DELTA.csv:116	Source-refresh row gives concrete PCM catalog URL; delta row only summarizes register-status caveat.	Official Spanish catalog source-surface only; transparency catalog, not formal algorithm-register finding.	Extract catalog metadata and fields; retain warning about register-status ceiling.	20260616T130035Z-lane6-a13ea36b	P2_article_relevance_review	translation_candidate_parent_source_extraction	public-sector	algorithm register	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_SPRINT_15_COUNTRY_SCORE_DELTA.csv	116
BTPS-00084	LIMEN-SIGNAL-77686F26A174F0A5	source_url_extracted	https://www.malaysia.gov.my/en/my-initiative/whole-government-digital-services/tadbir-urus/national-guidelines-on-artificial-intelligence-governance-and-ethics-aige	Malaysia National Guidelines on AI Governance and Ethics	/srv/tyche/atlas/tyche-thesis-atlas-factory/corpus/v0.2-working/records/southeast-asian-language-history.jsonl:167	JSONL metadata explicitly provides seed_url for the Malaysia AI governance guideline.	Official guideline source-surface only pending original-language extraction.	Extract readable guideline text and deduplicate with BTR-00556.	20260616T130035Z-lane6-a13ea36b	P2_article_relevance_review	translation_candidate_parent_source_extraction	legal-research	AI evidence	/srv/tyche/atlas/tyche-thesis-atlas-factory/corpus/v0.2-working/records/southeast-asian-language-history.jsonl	167
BTPS-00085	LIMEN-SIGNAL-7AF3DD18D74273FF	source_url_extracted	https://www.kela.fi/tekoalyrekisteri	Kelan tekoälyrekisteri ja vastuullisen tekoälyn käytön periaatteet	/srv/tyche/gaia/tyche-research-vault/sites/gaia-agent-atlas/public/downloads/gaia-agent-atlas-facts-v0.1.csv:1286	Local fact row explicitly names Kela AI register source_url for Kela-Kelpo chatbot.	Source-surface and register-entry extraction candidate; no broader performance or compliance claim.	Extract original Finnish register entry with bounded translation notes.	20260616T130035Z-lane6-a13ea36b	P2_article_relevance_review	translation_candidate_parent_source_extraction	public-sector	AI register	/srv/tyche/gaia/tyche-research-vault/sites/gaia-agent-atlas/public/downloads/gaia-agent-atlas-facts-v0.1.csv	1286
BTPS-00086	LIMEN-SIGNAL-7B48A3EF742DB0B1	source_url_extracted	https://www.gov.br/anpd/pt-br/assuntos/projetos-acoes-iniciativas/sandbox/por-que-inteligencia-artificial	ANPD sandbox regulatório: Por que Inteligência Artificial?	/srv/tyche/atlas/tyche-thesis-atlas-factory/inbox/local-hermes/PCEE241002/data/lanes/spanish-portuguese-language-latest.jsonl:1	Local JSONL record gives seed_url and snippet for the official ANPD AI sandbox page.	Official sandbox-source extraction candidate; no compliance or impact finding.	Extract original Portuguese source text and record translation caveats.	20260616T130035Z-lane6-a13ea36b	P2_article_relevance_review	translation_candidate_parent_source_extraction	public-sector	automated decision	/srv/tyche/atlas/tyche-thesis-atlas-factory/inbox/local-hermes/PCEE241002/data/lanes/spanish-portuguese-language-latest.jsonl	1
BTPS-00087	LIMEN-SIGNAL-7F9ACF68F4EFBE4A	source_url_extracted	https://indotel.gob.do/sandbox-regulatorio/	Sandbox Regulatorio	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_READINESS_SPRINT_3_SOURCE_PACK.csv:300	Source-pack row gives the INDOTEL sandbox URL and notes sectoral telecom/digital-certification scope.	Sectoral sandbox source-surface only; not AI-wide or case-level.	Extract bounded parent-source fields for sectoral sandbox only, preserving not-AI-wide warning.	20260616T130035Z-lane6-a13ea36b	P2_article_relevance_review	translation_candidate_parent_source_extraction	public-sector	regulatory sandbox	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_READINESS_SPRINT_3_SOURCE_PACK.csv	300
BTPS-00088	LIMEN-SIGNAL-81BDD0BF49A56516	source_url_extracted	https://www.cnil.fr/fr/bac-sable-intelligence-artificielle-et-services-publics-la-cnil-accompagne-8-projets-innovants	CNIL bac à sable intelligence artificielle et services publics notice	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_SPRINT_8_SOURCE_REFRESH.csv:240	Source-refresh row gives concrete CNIL AI public-services sandbox notice URL and territorial caveat.	Official sandbox source-surface; no territorial GF claim.	Extract bounded CNIL national sandbox source fields with territorial caveat.	20260616T130035Z-lane6-a13ea36b	P2_article_relevance_review	translation_candidate_parent_source_extraction	public-sector	regulatory sandbox	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_SPRINT_8_SOURCE_REFRESH.csv	240
BTPS-00089	LIMEN-SIGNAL-8396C57B46B147E5	source_url_extracted	https://www.gub.uy/agencia-gobierno-electronico-sociedad-informacion-conocimiento/comunicacion/publicaciones/guia-para-evaluacion-del-estudio-impacto-algoritmico-eia/guia-para	Guia para la evaluacion del Estudio de Impacto Algoritmico (EIA)	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_SPRINT_9_SOURCE_REFRESH.csv:330	Source-refresh row gives concrete Agesic EIA guidance URL and warning against regime claims.	Algorithmic-impact guidance surface only; no enforcement or regime claim.	Extract bounded guidance/source fields; preserve warning against post-market/revocation claims.	20260616T130035Z-lane6-a13ea36b	P2_article_relevance_review	translation_candidate_parent_source_extraction	legal-research	AI evidence	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_SPRINT_9_SOURCE_REFRESH.csv	330
BTPS-00090	LIMEN-SIGNAL-8615EEE63EC71DCB	source_url_extracted	https://www.argentina.gob.ar/sites/default/files/guia_ai-final-2025.pdf	Guía para entidades públicas y privadas en materia de Transparencia y Protección de Datos Personales para una Inteligencia Artificial responsable	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_SPRINT_16_SOURCE_REFRESH.csv:24	Source-refresh row gives official Argentina PDF URL and describes procurement-adjacent limits.	AI guidance/procurement-adjacent surface only; no mandatory-control claim.	Extract bounded guide fields with explicit non-mandatory procurement warning.	20260616T130035Z-lane6-a13ea36b	P2_article_relevance_review	translation_candidate_parent_source_extraction	public-sector	AI procurement	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_SPRINT_16_SOURCE_REFRESH.csv	24
BTPS-00091	LIMEN-SIGNAL-8AFE93ACA875493B	source_url_extracted	https://www.regeringen.ax/sites/default/files/attachments/page/LFxx20252026_280126_rem.pdf	Lagförslag om landskapslag om tillsyn över artificiell intelligens - chapter on regulatory sandboxes	/srv/tyche/pallas/pallas-ai-agent-observatory/program/01-pallas-atlas/app/data/pallas_atlas_countries.json:6553-6560	Local country JSON entry explicitly provides Åland government PDF URL and sandbox-chapter source role.	Candidate source-surface for original-language extraction; no sandbox maturity or legal-effect finding yet.	Extract bounded Swedish quotations for the sandbox chapter before any parent promotion.	20260616T130035Z-lane6-a13ea36b	P2_article_relevance_review	translation_candidate_parent_source_extraction	public-sector	regulatory sandbox	/srv/tyche/pallas/pallas-ai-agent-observatory/program/01-pallas-atlas/app/data/pallas_atlas_countries.json	6555
BTPS-00093	LIMEN-SIGNAL-915E4C9F50A9803A	source_url_extracted	https://algoritmes.overheid.nl/en	Dutch Government Algorithm Register	/srv/tyche/atlas/tyche-thesis-atlas-factory/corpus/v0.2-working/data/lanes/dutch-belgian-language-records.jsonl:44	JSONL metadata explicitly provides seed_url and Dutch-canonical translation warning.	Official register source-surface only; no entry-level factual claim from machine translation.	Extract canonical Dutch register/source text and keep translation caveats.	20260616T130035Z-lane6-a13ea36b	P2_article_relevance_review	translation_candidate_parent_source_extraction	legal-research	AI evidence	/srv/tyche/atlas/tyche-thesis-atlas-factory/corpus/v0.2-working/data/lanes/dutch-belgian-language-records.jsonl	44
BTPS-00094	LIMEN-SIGNAL-9303DC991D0582BE	source_url_extracted	https://www.gov.br/anpd/pt-br/assuntos/projetos-acoes-iniciativas/sandbox/por-que-inteligencia-artificial	ANPD sandbox regulatório: Por que Inteligência Artificial?	/srv/tyche/atlas/tyche-thesis-atlas-factory/corpus/v0.2-working/records/spanish-portuguese-language-history.jsonl:73	Reader-backed JSONL record explicitly provides seed_url and reader_target_url for the official ANPD page.	Official sandbox-source extraction candidate only; no compliance, impact, or legal finding.	Extract original Portuguese text and record translation caveats.	20260616T130035Z-lane6-a13ea36b	P2_article_relevance_review	translation_candidate_parent_source_extraction	public-sector	regulatory sandbox	/srv/tyche/atlas/tyche-thesis-atlas-factory/corpus/v0.2-working/records/spanish-portuguese-language-history.jsonl	73
BTPS-00095	LIMEN-SIGNAL-9805A27F1E0C6106	source_url_extracted	https://www.etda.or.th/th/pr-news/AI_Gov_Anual.aspx	ETDA Generative AI Governance Guideline for Organizations	/srv/tyche/atlas/tyche-thesis-atlas-factory/corpus/v0.2-working/records/southeast-asian-language-history.jsonl:156	JSONL metadata explicitly provides seed_url for the Thai ETDA Generative AI governance guideline.	Official guideline-source extraction candidate only; no safety or compliance finding.	Extract original Thai text with bounded translation notes.	20260616T130035Z-lane6-a13ea36b	P2_article_relevance_review	translation_candidate_parent_source_extraction	legal-research	AI evidence	/srv/tyche/atlas/tyche-thesis-atlas-factory/corpus/v0.2-working/records/southeast-asian-language-history.jsonl	156
BTPS-00096	LIMEN-SIGNAL-9C8E8E5E35F772BA	source_url_extracted	https://www.boe.es/eli/es/rd/2023/11/08/817	Real Decreto 817/2023 sandbox technical/post-market provisions	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_SPRINT_14_SOURCE_REFRESH.csv:70	Source-refresh row gives concrete BOE regulation URL and sandbox-scope warning.	Sandbox-scoped AI lifecycle source-surface; no full national evidence-operation or compliance finding.	Extract bounded parent-source fields for BOE sandbox regulation with sandbox-scope warning.	20260616T130035Z-lane6-a13ea36b	P2_article_relevance_review	translation_candidate_parent_source_extraction	legal-research	AI evidence	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_SPRINT_14_SOURCE_REFRESH.csv	70
BTPS-00097	LIMEN-SIGNAL-9DEEEEF27E6AED7B	source_url_extracted	https://bosa.belgium.be/fr/AI4Belgium/observatoire	BOSA / AI4Belgium	PALLAS_SECOND_PASS_SPRINT_16_SOURCE_REFRESH.csv:103	Local row explicitly provides BOSA observatory URL and says it inventories Belgian public-sector AI projects; not a legal algorithm register.	partial transparency/project-inventory source-surface only; no legally mandated register claim	Extract observatory/project-inventory fields with non-register caveat.	20260616T130035Z-lane7-613828a8	P2_article_relevance_review	translation_candidate_parent_source_extraction	public-sector	algorithm register	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_SPRINT_16_SOURCE_REFRESH.csv	103
BTPS-00098	LIMEN-SIGNAL-A3F92DF7D2B81A52	source_url_extracted	https://www.digdir.no/kunstig-intelligens/anskaffelse-av-generativ-ki/7546	Digitaliseringsdirektoratet (Digdir)	PALLAS_SECOND_PASS_SPRINT_14_SOURCE_REFRESH.csv:303	Local row explicitly provides Digdir generative-AI procurement guidance URL with access-control/logging/audit notes.	official AI procurement guidance source-surface; no binding-law, compliance, or implementation-outcome claim	Extract Norway procurement-guidance fields with guidance-only caveat.	20260616T130035Z-lane7-613828a8	P2_article_relevance_review	translation_candidate_parent_source_extraction	public-sector	AI procurement	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_SPRINT_14_SOURCE_REFRESH.csv	303
BTPS-00099	LIMEN-SIGNAL-A424D9B84B30D707	source_url_extracted	https://www.consigliograndeegenerale.sm/on-line/home/archivio-leggi-decreti-e-regolamenti/documento17156738.html	Consiglio Grande e Generale	PALLAS_READINESS_WORLD_SOURCE_PACK.csv:1692	Local source-pack row explicitly gives San Marino law-archive URL for 2026 sandbox framework law.	sandbox legal-basis source-surface; no operational caseload, AI-specific, or outcome claim	Extract statutory sandbox fields and keep implementation-unknown warning.	20260616T130035Z-lane7-613828a8	P2_article_relevance_review	translation_candidate_parent_source_extraction	public-sector	regulatory sandbox	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_READINESS_WORLD_SOURCE_PACK.csv	1692
BTPS-00100	LIMEN-SIGNAL-A5C2E19E21092261	source_url_extracted	https://ogtic.gob.do/wp-content/uploads/2023/10/ENIA-Estrategia-Nacional-de-Inteligencia-Artificial-de-la-Republica-Dominicana_compressed.pdf	OGTIC / Gabinete de Innovación	PALLAS_READINESS_SPRINT_3_SOURCE_PACK.csv:299	Local row explicitly provides ENIA PDF URL and says it proposes a national committee to evaluate/promote AI regulatory sandboxes.	planned/roadmap AI-sandbox source-surface; no operational sandbox claim	Extract planned-sandbox strategy fields with planned-not-operational caveat.	20260616T130035Z-lane7-613828a8	P2_article_relevance_review	translation_candidate_parent_source_extraction	public-sector	regulatory sandbox	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_READINESS_SPRINT_3_SOURCE_PACK.csv	299
BTPS-00101	LIMEN-SIGNAL-A6A64C2986FFDC6E	source_url_extracted	https://www.bcn.cl/leychile/navegar?idNorma=1209272	Biblioteca del Congreso Nacional / Ministerio Secretaría General de la Presidencia	PALLAS_SECOND_PASS_SPRINT_16_SOURCE_REFRESH.csv:143	Local row explicitly provides Ley 21.719 URL for Chile data-protection agency and automated-decision/profiling transparency concepts.	adjacent automated-decision/data-governance source-surface; no dedicated AI-regulator claim	Extract adjacent-governance fields with non-AI-regulator warning.	20260616T130035Z-lane7-613828a8	P2_article_relevance_review	translation_candidate_parent_source_extraction	public-sector	automated decision	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_SPRINT_16_SOURCE_REFRESH.csv	143
BTPS-00102	LIMEN-SIGNAL-A9516D938EDB1705	source_url_extracted	https://www.gov.br/anpd/pt-br/assuntos/projetos-acoes-iniciativas/sandbox/por-que-inteligencia-artificial	ANPD	spanish-portuguese-language-records.jsonl:1	Local JSONL record has seed_url/url for ANPD sandbox page and captured snippet framing AI as regulatory sandbox scope.	candidate official-source extraction only; no legal, compliance, effectiveness, or prevalence claim	Extract Portuguese passages and provenance before parent promotion.	20260616T130035Z-lane7-613828a8	P2_article_relevance_review	translation_candidate_parent_source_extraction	public-sector	regulatory sandbox	/srv/tyche/atlas/tyche-thesis-atlas-factory/inbox/local-hermes/PCEE241002/data/lanes/spanish-portuguese-language-records.jsonl	1
BTPS-00103	LIMEN-SIGNAL-AC318938A4B4BA7D	source_url_extracted	https://www.etda.or.th/th/pr-news/AI_Gov_Anual.aspx	ETDA	southeast-asian-language-latest.jsonl:2; southeast-asian-language-records.jsonl:57	Local latest/source records explicitly point to ETDA generative-AI governance guidance URL; nearby record confirms official captured guidance surface.	candidate original-language guidance surface only; no compliance, safety, or implementation finding	Extract bounded Thai passages with provenance before parent-source use.	20260616T130035Z-lane7-613828a8	P2_article_relevance_review	translation_candidate_parent_source_extraction	legal-research	AI evidence	/srv/tyche/atlas/tyche-thesis-atlas-factory/corpus/v0.2-working/records/southeast-asian-language-latest.jsonl	2
BTPS-00104	LIMEN-SIGNAL-B1896500C4D6C69E	source_url_extracted	https://www.cnil.fr/fr/bilan-bac-a-sable-IA-services-publics	CNIL	PALLAS_SECOND_PASS_SPRINT_8_SOURCE_REFRESH.csv:239	Local row explicitly provides CNIL AI/public-services sandbox report URL and warns it is French national, not French Guiana-local evidence.	Official French national sandbox-report context only; no territorial sandbox or compliance finding	Extract CNIL title/URL and national-context warning if retained.	20260616T130035Z-lane7-613828a8	P2_article_relevance_review	translation_candidate_parent_source_extraction	public-sector	regulatory sandbox	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_SPRINT_8_SOURCE_REFRESH.csv	239
BTPS-00105	LIMEN-SIGNAL-BDB9A70D91333379	source_url_extracted	https://www.regeringen.ax/sites/default/files/attachments/page/LFxx20252026_280126_rem.pdf	Ålands landskapsregering	PALLAS_SECOND_PASS_SPRINT_16_SOURCE_REFRESH.csv:72	Local row explicitly provides Åland draft-bill PDF and says proposed Chapter 4 covers sandboxes/testing with draft-status warning.	candidate draft-source extraction only; no operational sandbox or legal-effect claim	Extract Swedish draft-bill passages with draft/proposal caveat.	20260616T130035Z-lane7-613828a8	P2_article_relevance_review	translation_candidate_parent_source_extraction	public-sector	regulatory sandbox	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_SPRINT_16_SOURCE_REFRESH.csv	72
BTPS-00107	LIMEN-SIGNAL-BF0CD5EBE5F8DB5A	source_url_extracted	https://spdp.gob.ec/wp-content/uploads/2026/02/ResolIA.pdf	Superintendencia de Protección de Datos Personales	PALLAS_SECOND_PASS_CANDIDATE_MATRIX_DELTA.csv:1035; PALLAS_SECOND_PASS_SPRINT_8_SOURCE_REFRESH.csv:197	Matrix row names SPDP Resolution 2026-0009-R; source-refresh row 197 provides the concrete official PDF URL for AI personal-data controls.	candidate extraction only; sectoral personal-data AI controls, no legal/compliance/score claim	Extract Spanish resolution passages with sectoral-scope caveat.	20260616T130035Z-lane7-613828a8	P2_article_relevance_review	translation_candidate_parent_source_extraction	public-sector	automated decision	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_CANDIDATE_MATRIX_DELTA.csv	1035
BTPS-00108	LIMEN-SIGNAL-C078A52D07714475	source_url_extracted	https://www.gub.uy/agencia-gobierno-electronico-sociedad-informacion-conocimiento/comunicacion/publicaciones/guia-para-evaluacion-del-estudio-impacto-algoritmico-eia/guia-para	Agesic	PALLAS_READINESS_SPRINT_3_SOURCE_PACK.csv:902	Local row explicitly provides Agesic EIA guidance URL for automated decision-support and machine-learning systems.	candidate guidance extraction only; no mandatory monitoring or legal-effect claim	Extract Spanish EIA guidance passages with guidance-only caveat.	20260616T130035Z-lane7-613828a8	P2_article_relevance_review	translation_candidate_parent_source_extraction	public-sector	automated decision	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_READINESS_SPRINT_3_SOURCE_PACK.csv	902
BTPS-00109	LIMEN-SIGNAL-C280F4D382EA8D86	source_url_extracted	https://aesia.digital.gob.es/en/guides	AESIA	sandboxes-cases-latest.jsonl:12	Local JSONL record has seed_url/url for AESIA guides and captured snippet on Spanish sandbox/pilot guide resources.	candidate sandbox-guidance extraction only; no compliance or incident truth claim	Extract official AESIA guide passages with processing-state caveat.	20260616T130035Z-lane7-613828a8	P2_article_relevance_review	translation_candidate_parent_source_extraction	public-sector	regulatory sandbox	/srv/tyche/atlas/tyche-thesis-atlas-factory/corpus/v0.2-working/records/sandboxes-cases-latest.jsonl	12
BTPS-00110	LIMEN-SIGNAL-C4F052DADBD4043B	source_url_extracted	https://www.data.gouv.fr/datasets/inventaire-des-algorithmes-publics-de-lodap	data.gouv.fr / Observatoire des Algorithmes Publics	PALLAS_SECOND_PASS_SPRINT_7_SOURCE_REFRESH.csv:209	Local row explicitly provides ODAP inventory URL but says scope is central administrations and not Reunion-specific.	parent/source extraction only; no Reunion algorithm-register claim	Extract for France/parent context and retain Reunion negative-context caveat.	20260616T130035Z-lane7-613828a8	P2_article_relevance_review	translation_candidate_parent_source_extraction	public-sector	algorithm register	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_SPRINT_7_SOURCE_REFRESH.csv	209
BTPS-00111	LIMEN-SIGNAL-C7CDA092002AF26B	source_url_extracted	https://www.etda.or.th/th/Our-Service/AIGC/index.aspx	ETDA	southeast-asian-language-records.jsonl:56	Local Thai record has seed_url for ETDA AI Governance Center/AIGC and captured official source-surface snippet.	official governance-source surface only; no sandbox, legal, or implementation claim	Extract Thai source metadata and terminology after original-language review.	20260616T130035Z-lane7-613828a8	P2_article_relevance_review	translation_candidate_parent_source_extraction	legal-research	AI evidence	/srv/tyche/atlas/tyche-thesis-atlas-factory/corpus/v0.2-working/data/lanes/southeast-asian-language-records.jsonl	56
BTPS-00112	LIMEN-SIGNAL-C84C68743D552556	source_url_extracted	https://www.kratid.ee/algoritm-ulevaade	Kratid	estonian-baltic-language-records.jsonl:2	Local Estonian reader record has seed_url/reader_target_url for algorithm and AI use overview with captured markdown snippet.	register/mapping source surface only; no completeness, prevalence, or compliance claim	Queue translation-aware extraction of fields and scope.	20260616T130035Z-lane7-613828a8	P2_article_relevance_review	translation_candidate_parent_source_extraction	public-sector	AI register	/srv/tyche/atlas/tyche-thesis-atlas-factory/corpus/v0.2-working/data/lanes/estonian-baltic-language-records.jsonl	2
