sidecar_id	generated_at_utc	dashboard_export	source_row_number	row_key	dashboard_surface	manuscript_surface	source_pointer_status	source_id_or_pointer	source_url_or_path	accessed_at_status	rights_terms_status	language	jurisdiction	translation_status	denominator_scope	claim_ceiling	uncertainty_flag	reviewer_safe_reading	provenance_note	observatory_hook	action_needed_before_public_dashboard
DRPS-060	2026-06-18T06:04:55Z	results/dashboard/legal-uncertainty-matrix.tsv	8	legal_procedural_contamination	Legal uncertainty matrix	Figure 6	direct_row_pointer	LQ-007	LQ-007	not_row_level_in_export__needs_source_ledger_join_before_public_dashboard	not_row_level_in_export__needs_source_ledger_join_before_public_dashboard	not_row_level_in_export	not_row_level_in_export	not_applicable_or_not_row_level	3	Public examples rarely show whether contamination came from user misuse, vendor design, or institutional process failure	LQ-007: A regulator order plus one broadcaster account is still not enough to generalize process-contamination doctrine across courts, agencies, or administrative workflows.	verification routing; not legal conclusion	LQ-007: Court filing/order, institutional correction notice, or official Finnish police/court process-integrity statement for a second document-grade family.	Process-contamination typology for justice/admin case tables	join_access_date_and_rights_terms_from_source_ledger; add_language_if_row_claim_is_source_level; add_jurisdiction_if_row_claim_is_source_level
DRPS-061	2026-06-18T06:04:55Z	results/dashboard/legal-uncertainty-matrix.tsv	9	health_medical_or_mental_health	Legal uncertainty matrix	Figure 6	direct_row_pointer	LQ-003	LQ-003	not_row_level_in_export__needs_source_ledger_join_before_public_dashboard	not_row_level_in_export__needs_source_ledger_join_before_public_dashboard	not_row_level_in_export	not_row_level_in_export	not_applicable_or_not_row_level	0	Impossible to infer certification, standard-of-care breach, or high-risk status from weak public evidence	LQ-003: Health-sector interpretation depends on intended use, device/professional regime, causation, and safety posture that news reports rarely resolve.	verification routing; not legal conclusion	LQ-003: Official safety notice, clinical guidance, court/regulator record, or provider documentation with intended-use detail.	Sector split for health-related LIMEN cases with uncertainty flags	join_access_date_and_rights_terms_from_source_ledger; add_language_if_row_claim_is_source_level; add_jurisdiction_if_row_claim_is_source_level
DRPS-062	2026-06-18T06:04:55Z	results/dashboard/legal-uncertainty-matrix.tsv	10	education_workplace_or_hr	Legal uncertainty matrix	Figure 6	direct_row_pointer	LQ-004	LQ-004	not_row_level_in_export__needs_source_ledger_join_before_public_dashboard	not_row_level_in_export__needs_source_ledger_join_before_public_dashboard	not_row_level_in_export	not_row_level_in_export	not_applicable_or_not_row_level	6	Public reporting usually lacks sufficient data on model function, decision authority, and comparator treatment	LQ-004: Public narratives usually do not expose comparator evidence, final decision authority, appeal/redress path, or the exact decision model role.	verification routing; not legal conclusion	LQ-004: Court complaint/decree, school/employer policy, official redress record, or regulator notice text.	Employment/education decision-flow matrix	join_access_date_and_rights_terms_from_source_ledger; add_language_if_row_claim_is_source_level; add_jurisdiction_if_row_claim_is_source_level
DRPS-063	2026-06-18T06:04:55Z	results/dashboard/legal-uncertainty-matrix.tsv	11	finance_insurance_or_market	Legal uncertainty matrix	Figure 6	direct_row_pointer	LQ-005; LQ-008	LQ-005; LQ-008	not_row_level_in_export__needs_source_ledger_join_before_public_dashboard	not_row_level_in_export__needs_source_ledger_join_before_public_dashboard	not_row_level_in_export	not_row_level_in_export	not_applicable_or_not_row_level	2	Cannot infer regulatory breach, discriminatory effect, or regulated-system scope from anecdotal market stories alone	LQ-005: The presence of generated content does not establish intent, materiality, attributable actor, or legal threshold crossed. || LQ-008: Current strong support remains concentrated in U.S. finance and venture-facing enforcement/charging records; the non-finance signal remains weak and the Nate row is still charging-stage rather than disposition-grade.	verification routing; not legal conclusion	LQ-005: Police/court/platform authority source, election-authority notice, securities/consumer record, or forensics/contract record tying the content to a legal process. || LQ-008: Non-finance procurement challenge, contract text, technical audit, official correction, regulator document, or later public disposition.	Sectoral harm matrix across finance/insurance/market records	join_access_date_and_rights_terms_from_source_ledger; add_language_if_row_claim_is_source_level; add_jurisdiction_if_row_claim_is_source_level
DRPS-064	2026-06-18T06:04:55Z	results/dashboard/legal-uncertainty-matrix.tsv	12	surveillance_biometrics_or_policing	Legal uncertainty matrix	Figure 6	direct_row_pointer	LQ-002	LQ-002	not_row_level_in_export__needs_source_ledger_join_before_public_dashboard	not_row_level_in_export__needs_source_ledger_join_before_public_dashboard	not_row_level_in_export	not_row_level_in_export	not_applicable_or_not_row_level	3	Very difficult to reach final legal conclusions without authoritative legal text, official notice, or court/regulator record	LQ-002: Public material still omits underlying notice text, legal basis, operational parameters, and whether the system is proposed, piloted, or fully deployed.	verification routing; not legal conclusion	LQ-002: Underlying notice/reprimand text, legal basis, technical specification, or official audit/procurement document.	Fundamental-rights review queue, public-authority map, and disclosure-comparison companion table	join_access_date_and_rights_terms_from_source_ledger; add_language_if_row_claim_is_source_level; add_jurisdiction_if_row_claim_is_source_level
DRPS-065	2026-06-18T06:04:55Z	results/dashboard/legal-uncertainty-matrix.tsv	13	research_integrity	Legal uncertainty matrix	Figure 6	direct_row_pointer	LQ-009	LQ-009	not_row_level_in_export__needs_source_ledger_join_before_public_dashboard	not_row_level_in_export__needs_source_ledger_join_before_public_dashboard	not_row_level_in_export	not_row_level_in_export	not_applicable_or_not_row_level	0	Often impossible to distinguish misconduct, weak process, and tool failure without stronger institutional evidence; zero seeded count here does not mean no local package exists	LQ-009: Salience alone does not identify the right legal or standards framework, and the current seven-row research-integrity shadow package now includes one archived non-Springer direct notice plus two Springer direct notices while remaining below seeded shared-row status until an explicit synchronized admission decision is executed.	verification routing; not legal conclusion	LQ-009: Taxonomy review memo plus stronger authoritative source package for the first residual/research-integrity case, direct-source capture for absurdity leads, or a synchronized first-seed execution around the NEJM candidate if shared consumers are updated together.	Research-integrity dashboard slice, zero-seed sidecar, and methods-paper examples	join_access_date_and_rights_terms_from_source_ledger; add_language_if_row_claim_is_source_level; add_jurisdiction_if_row_claim_is_source_level
DRPS-066	2026-06-18T06:04:55Z	results/dashboard/legal-uncertainty-matrix.tsv	14	ai_washing_or_false_ai_claim	Legal uncertainty matrix	Figure 6	direct_row_pointer	LQ-008; LQ-009	LQ-008; LQ-009	not_row_level_in_export__needs_source_ledger_join_before_public_dashboard	not_row_level_in_export__needs_source_ledger_join_before_public_dashboard	not_row_level_in_export	not_row_level_in_export	not_applicable_or_not_row_level	6	Public contradiction between claim and reality may still be insufficient for final legal characterization	LQ-008: Current strong support remains concentrated in U.S. finance and venture-facing enforcement/charging records; the non-finance signal remains weak and the Nate row is still charging-stage rather than disposition-grade. || LQ-009: Salience alone does not identify the right legal or standards framework, and several rows remain placeholders or title-level leads only.	verification routing; not legal conclusion	LQ-008: Non-finance procurement challenge, contract text, technical audit, official correction, regulator document, or later public disposition. || LQ-009: Taxonomy review memo plus stronger authoritative source package for the first residual/research-integrity case, direct-source capture for absurdity leads, or a new anchor that narrows framework fit.	AI-washing typology for procurement and market-facing visuals	join_access_date_and_rights_terms_from_source_ledger; add_language_if_row_claim_is_source_level; add_jurisdiction_if_row_claim_is_source_level
DRPS-067	2026-06-18T06:04:55Z	results/dashboard/legal-uncertainty-matrix.tsv	15	normative_or_moral_outlier	Legal uncertainty matrix	Figure 6	direct_row_pointer	LQ-009	LQ-009	not_row_level_in_export__needs_source_ledger_join_before_public_dashboard	not_row_level_in_export__needs_source_ledger_join_before_public_dashboard	not_row_level_in_export	not_row_level_in_export	not_applicable_or_not_row_level	5	Legal conclusion is usually impossible without additional authority; queue for human interpretation rather than automated scoring	LQ-009: Salience alone does not identify the right legal or standards framework, and several rows remain placeholders or title-level leads only.	verification routing; not legal conclusion	LQ-009: Taxonomy review memo plus stronger authoritative source package for the first residual/research-integrity case, direct-source capture for absurdity leads, or a new anchor that narrows framework fit.	Normative-anomaly gallery with explicit uncertainty coding	join_access_date_and_rights_terms_from_source_ledger; add_language_if_row_claim_is_source_level; add_jurisdiction_if_row_claim_is_source_level
DRPS-068	2026-06-18T06:04:55Z	results/dashboard/legal-uncertainty-matrix.tsv	16	residual_unclassified	Legal uncertainty matrix	Figure 6	direct_row_pointer	LQ-009	LQ-009	not_row_level_in_export__needs_source_ledger_join_before_public_dashboard	not_row_level_in_export__needs_source_ledger_join_before_public_dashboard	not_row_level_in_export	not_row_level_in_export	not_applicable_or_not_row_level	0	No final legal or governance conclusion should be drawn until category fit improves	LQ-009: Salience alone does not identify the right legal or standards framework, and several rows remain placeholders or title-level leads only.	verification routing; not legal conclusion	LQ-009: Taxonomy review memo plus stronger authoritative source package for the first residual/research-integrity case, direct-source capture for absurdity leads, or a new anchor that narrows framework fit.	Gap queue feeding taxonomy evolution and future figure on framework residuals	join_access_date_and_rights_terms_from_source_ledger; add_language_if_row_claim_is_source_level; add_jurisdiction_if_row_claim_is_source_level
DRPS-069	2026-06-18T06:04:55Z	results/dashboard/security-threshold-ladder-panel.tsv	2	SEC-THR-001	Security/agentic threshold ladder	Figure 7	direct_row_pointer	GAP-peer_reviewed_security_case_support	GAP-peer_reviewed_security_case_support	not_row_level_in_export__needs_source_ledger_join_before_public_dashboard	not_row_level_in_export__needs_source_ledger_join_before_public_dashboard	not_row_level_in_export	not_row_level_in_export	not_applicable_or_not_row_level	1	The only explicit package-level threshold event is still peer-reviewed security case support.	close_explicit_package_gap	bounded route logic; not security prevalence	SEC-NRB-001	security_threshold_ladder	join_access_date_and_rights_terms_from_source_ledger; add_language_if_row_claim_is_source_level; add_jurisdiction_if_row_claim_is_source_level
DRPS-070	2026-06-18T06:04:55Z	results/dashboard/security-threshold-ladder-panel.tsv	3	SEC-THR-002	Security/agentic threshold ladder	Figure 7	direct_row_pointer	LIMEN-000002	LIMEN-000002	not_row_level_in_export__needs_source_ledger_join_before_public_dashboard	not_row_level_in_export__needs_source_ledger_join_before_public_dashboard	not_row_level_in_export	not_row_level_in_export	not_applicable_or_not_row_level	1	Langflow remains the only limitations-routed row whose comparative reuse ceiling would change with one stronger vendor notice event.	upgrade_limitations_row_before_comparative_reuse	bounded route logic; not security prevalence	SEC-NRB-002	security_threshold_ladder	join_access_date_and_rights_terms_from_source_ledger; add_language_if_row_claim_is_source_level; add_jurisdiction_if_row_claim_is_source_level
DRPS-071	2026-06-18T06:04:55Z	results/dashboard/security-threshold-ladder-panel.tsv	4	SEC-THR-003	Security/agentic threshold ladder	Figure 7	direct_row_pointer	LIMEN-000004; LIMEN-000005; LIMEN-000006; LIMEN-000007; LIMEN-000009; LIMEN-000012	LIMEN-000004; LIMEN-000005; LIMEN-000006; LIMEN-000007; LIMEN-000009; LIMEN-000012	not_row_level_in_export__needs_source_ledger_join_before_public_dashboard	not_row_level_in_export__needs_source_ledger_join_before_public_dashboard	not_row_level_in_export	not_row_level_in_export	not_applicable_or_not_row_level	6	Most remaining security upgrades are appendix-grade authority, notice-depth, or mechanism-diversity improvements rather than core-count expansion.	upgrade_appendix_authority_or_notice_depth	bounded route logic; not security prevalence	SEC-NRB-001; SEC-NRB-003; SEC-NRB-004	security_threshold_ladder	join_access_date_and_rights_terms_from_source_ledger; add_language_if_row_claim_is_source_level; add_jurisdiction_if_row_claim_is_source_level
DRPS-072	2026-06-18T06:04:55Z	results/dashboard/security-threshold-ladder-panel.tsv	5	SEC-THR-004	Security/agentic threshold ladder	Figure 7	direct_row_pointer	LIMEN-000001; LIMEN-000003; LIMEN-000008	LIMEN-000001; LIMEN-000003; LIMEN-000008	not_row_level_in_export__needs_source_ledger_join_before_public_dashboard	not_row_level_in_export__needs_source_ledger_join_before_public_dashboard	not_row_level_in_export	not_row_level_in_export	not_applicable_or_not_row_level	3	Three live rows already sit at the package's strongest current ceiling and mainly require stability, not immediate route escalation.	maintain_current_ceiling	bounded route logic; not security prevalence	SEC-NRB-005	security_threshold_ladder	join_access_date_and_rights_terms_from_source_ledger; add_language_if_row_claim_is_source_level; add_jurisdiction_if_row_claim_is_source_level
DRPS-073	2026-06-18T06:04:55Z	results/dashboard/duplicate-review-graph.tsv	2	REVIEW-IDCOLLISION-LIMEN-000001::edge1	Duplicate-review graph	Figure 8	direct_row_pointer	data/cases/authoritative-candidates.jsonl; data/cases/security-agentic-candidates.jsonl; results/boost/limen-boost-009/candidate-cases.jsonl	data/cases/authoritative-candidates.jsonl; data/cases/security-agentic-candidates.jsonl; results/boost/limen-boost-009/candidate-cases.jsonl	not_row_level_in_export__needs_source_ledger_join_before_public_dashboard	not_row_level_in_export__needs_source_ledger_join_before_public_dashboard	not_row_level_in_export	not_row_level_in_export	not_applicable_or_not_row_level	bounded duplicate-review edge set; 27 edges; 0 merge decisions in current package	Do not merge. Bare case_id reuse now spans regulator, security, and SEC AI-washing packages; downstream joins must use file-qualified or globally normalized IDs.	not a duplicate cluster; namespace collision across three distinct lineages	double-counting control; not proof no duplicates remain	2026-06-07T06:09:00Z	not_row_level_in_export	join_access_date_and_rights_terms_from_source_ledger; add_language_if_row_claim_is_source_level; add_jurisdiction_if_row_claim_is_source_level
DRPS-074	2026-06-18T06:04:55Z	results/dashboard/duplicate-review-graph.tsv	3	REVIEW-IDCOLLISION-LIMEN-000001::edge2	Duplicate-review graph	Figure 8	direct_row_pointer	data/cases/authoritative-candidates.jsonl; data/cases/security-agentic-candidates.jsonl; results/boost/limen-boost-009/candidate-cases.jsonl	data/cases/authoritative-candidates.jsonl; data/cases/security-agentic-candidates.jsonl; results/boost/limen-boost-009/candidate-cases.jsonl	not_row_level_in_export__needs_source_ledger_join_before_public_dashboard	not_row_level_in_export__needs_source_ledger_join_before_public_dashboard	not_row_level_in_export	not_row_level_in_export	not_applicable_or_not_row_level	bounded duplicate-review edge set; 27 edges; 0 merge decisions in current package	Do not merge. Bare case_id reuse now spans regulator, security, and SEC AI-washing packages; downstream joins must use file-qualified or globally normalized IDs.	not a duplicate cluster; namespace collision across three distinct lineages	double-counting control; not proof no duplicates remain	2026-06-07T06:09:00Z	not_row_level_in_export	join_access_date_and_rights_terms_from_source_ledger; add_language_if_row_claim_is_source_level; add_jurisdiction_if_row_claim_is_source_level
DRPS-075	2026-06-18T06:04:55Z	results/dashboard/duplicate-review-graph.tsv	4	REVIEW-IDCOLLISION-LIMEN-000001::edge3	Duplicate-review graph	Figure 8	direct_row_pointer	data/cases/authoritative-candidates.jsonl; data/cases/security-agentic-candidates.jsonl; results/boost/limen-boost-009/candidate-cases.jsonl	data/cases/authoritative-candidates.jsonl; data/cases/security-agentic-candidates.jsonl; results/boost/limen-boost-009/candidate-cases.jsonl	not_row_level_in_export__needs_source_ledger_join_before_public_dashboard	not_row_level_in_export__needs_source_ledger_join_before_public_dashboard	not_row_level_in_export	not_row_level_in_export	not_applicable_or_not_row_level	bounded duplicate-review edge set; 27 edges; 0 merge decisions in current package	Do not merge. Bare case_id reuse now spans regulator, security, and SEC AI-washing packages; downstream joins must use file-qualified or globally normalized IDs.	not a duplicate cluster; namespace collision across three distinct lineages	double-counting control; not proof no duplicates remain	2026-06-07T06:09:00Z	not_row_level_in_export	join_access_date_and_rights_terms_from_source_ledger; add_language_if_row_claim_is_source_level; add_jurisdiction_if_row_claim_is_source_level
DRPS-076	2026-06-18T06:04:55Z	results/dashboard/duplicate-review-graph.tsv	5	REVIEW-IDCOLLISION-LIMEN-000002::edge1	Duplicate-review graph	Figure 8	direct_row_pointer	data/cases/authoritative-candidates.jsonl; data/cases/security-agentic-candidates.jsonl; results/boost/limen-boost-009/candidate-cases.jsonl	data/cases/authoritative-candidates.jsonl; data/cases/security-agentic-candidates.jsonl; results/boost/limen-boost-009/candidate-cases.jsonl	not_row_level_in_export__needs_source_ledger_join_before_public_dashboard	not_row_level_in_export__needs_source_ledger_join_before_public_dashboard	not_row_level_in_export	not_row_level_in_export	not_applicable_or_not_row_level	bounded duplicate-review edge set; 27 edges; 0 merge decisions in current package	Do not merge. One bare ID now points to EEOC hiring-discrimination, Langflow RCE, and SEC AI-washing records; this is a schema blocker, not event duplication.	not a duplicate cluster; namespace collision across three distinct lineages	double-counting control; not proof no duplicates remain	2026-06-07T06:09:00Z	not_row_level_in_export	join_access_date_and_rights_terms_from_source_ledger; add_language_if_row_claim_is_source_level; add_jurisdiction_if_row_claim_is_source_level
DRPS-077	2026-06-18T06:04:55Z	results/dashboard/duplicate-review-graph.tsv	6	REVIEW-IDCOLLISION-LIMEN-000002::edge2	Duplicate-review graph	Figure 8	direct_row_pointer	data/cases/authoritative-candidates.jsonl; data/cases/security-agentic-candidates.jsonl; results/boost/limen-boost-009/candidate-cases.jsonl	data/cases/authoritative-candidates.jsonl; data/cases/security-agentic-candidates.jsonl; results/boost/limen-boost-009/candidate-cases.jsonl	not_row_level_in_export__needs_source_ledger_join_before_public_dashboard	not_row_level_in_export__needs_source_ledger_join_before_public_dashboard	not_row_level_in_export	not_row_level_in_export	not_applicable_or_not_row_level	bounded duplicate-review edge set; 27 edges; 0 merge decisions in current package	Do not merge. One bare ID now points to EEOC hiring-discrimination, Langflow RCE, and SEC AI-washing records; this is a schema blocker, not event duplication.	not a duplicate cluster; namespace collision across three distinct lineages	double-counting control; not proof no duplicates remain	2026-06-07T06:09:00Z	not_row_level_in_export	join_access_date_and_rights_terms_from_source_ledger; add_language_if_row_claim_is_source_level; add_jurisdiction_if_row_claim_is_source_level
DRPS-078	2026-06-18T06:04:55Z	results/dashboard/duplicate-review-graph.tsv	7	REVIEW-IDCOLLISION-LIMEN-000002::edge3	Duplicate-review graph	Figure 8	direct_row_pointer	data/cases/authoritative-candidates.jsonl; data/cases/security-agentic-candidates.jsonl; results/boost/limen-boost-009/candidate-cases.jsonl	data/cases/authoritative-candidates.jsonl; data/cases/security-agentic-candidates.jsonl; results/boost/limen-boost-009/candidate-cases.jsonl	not_row_level_in_export__needs_source_ledger_join_before_public_dashboard	not_row_level_in_export__needs_source_ledger_join_before_public_dashboard	not_row_level_in_export	not_row_level_in_export	not_applicable_or_not_row_level	bounded duplicate-review edge set; 27 edges; 0 merge decisions in current package	Do not merge. One bare ID now points to EEOC hiring-discrimination, Langflow RCE, and SEC AI-washing records; this is a schema blocker, not event duplication.	not a duplicate cluster; namespace collision across three distinct lineages	double-counting control; not proof no duplicates remain	2026-06-07T06:09:00Z	not_row_level_in_export	join_access_date_and_rights_terms_from_source_ledger; add_language_if_row_claim_is_source_level; add_jurisdiction_if_row_claim_is_source_level
DRPS-079	2026-06-18T06:04:55Z	results/dashboard/duplicate-review-graph.tsv	8	REVIEW-IDCOLLISION-LIMEN-000003::edge1	Duplicate-review graph	Figure 8	direct_row_pointer	data/cases/authoritative-candidates.jsonl; data/cases/security-agentic-candidates.jsonl	data/cases/authoritative-candidates.jsonl; data/cases/security-agentic-candidates.jsonl	not_row_level_in_export__needs_source_ledger_join_before_public_dashboard	not_row_level_in_export__needs_source_ledger_join_before_public_dashboard	not_row_level_in_export	not_row_level_in_export	not_applicable_or_not_row_level	bounded duplicate-review edge set; 27 edges; 0 merge decisions in current package	Do not merge. File-qualified IDs show distinct biometric-governance and coding-agent exfiltration events.	not a duplicate cluster; namespace collision across shard files	double-counting control; not proof no duplicates remain	2026-06-07T06:09:00Z	not_row_level_in_export	join_access_date_and_rights_terms_from_source_ledger; add_language_if_row_claim_is_source_level; add_jurisdiction_if_row_claim_is_source_level
DRPS-080	2026-06-18T06:04:55Z	results/dashboard/duplicate-review-graph.tsv	9	REVIEW-IDCOLLISION-LIMEN-000004::edge1	Duplicate-review graph	Figure 8	direct_row_pointer	data/cases/authoritative-candidates.jsonl; data/cases/security-agentic-candidates.jsonl	data/cases/authoritative-candidates.jsonl; data/cases/security-agentic-candidates.jsonl	not_row_level_in_export__needs_source_ledger_join_before_public_dashboard	not_row_level_in_export__needs_source_ledger_join_before_public_dashboard	not_row_level_in_export	not_row_level_in_export	not_applicable_or_not_row_level	bounded duplicate-review edge set; 27 edges; 0 merge decisions in current package	Do not merge. File-qualified IDs show distinct school biometrics and CrewAI local-file-read events.	not a duplicate cluster; namespace collision across shard files	double-counting control; not proof no duplicates remain	2026-06-07T06:09:00Z	not_row_level_in_export	join_access_date_and_rights_terms_from_source_ledger; add_language_if_row_claim_is_source_level; add_jurisdiction_if_row_claim_is_source_level
DRPS-081	2026-06-18T06:04:55Z	results/dashboard/duplicate-review-graph.tsv	10	REVIEW-IDCOLLISION-LIMEN-000005::edge1	Duplicate-review graph	Figure 8	direct_row_pointer	data/cases/authoritative-candidates.jsonl; data/cases/security-agentic-candidates.jsonl	data/cases/authoritative-candidates.jsonl; data/cases/security-agentic-candidates.jsonl	not_row_level_in_export__needs_source_ledger_join_before_public_dashboard	not_row_level_in_export__needs_source_ledger_join_before_public_dashboard	not_row_level_in_export	not_row_level_in_export	not_applicable_or_not_row_level	bounded duplicate-review edge set; 27 edges; 0 merge decisions in current package	Do not merge. Bare case_id reuse now points to a DOJ charging-stage alleged AI-misstatement / hidden-human-processing matter and a CrewAI SSRF/internal-content-acquisition vulnerability; this is a schema blocker, not event duplication.	not a duplicate cluster; namespace collision across two distinct lineages	double-counting control; not proof no duplicates remain	2026-06-07T06:09:00Z	not_row_level_in_export	join_access_date_and_rights_terms_from_source_ledger; add_language_if_row_claim_is_source_level; add_jurisdiction_if_row_claim_is_source_level
DRPS-082	2026-06-18T06:04:55Z	results/dashboard/duplicate-review-graph.tsv	11	REVIEW-IDCOLLISION-LIMEN-000006::edge1	Duplicate-review graph	Figure 8	direct_row_pointer	data/cases/authoritative-candidates.jsonl; data/cases/security-agentic-candidates.jsonl	data/cases/authoritative-candidates.jsonl; data/cases/security-agentic-candidates.jsonl	not_row_level_in_export__needs_source_ledger_join_before_public_dashboard	not_row_level_in_export__needs_source_ledger_join_before_public_dashboard	not_row_level_in_export	not_row_level_in_export	not_applicable_or_not_row_level	bounded duplicate-review edge set; 27 edges; 0 merge decisions in current package	Do not merge. Bare case_id reuse now points to a settled SEC AI-washing matter (Delphia) and a separate LangChain LLMMathChain execution-surface vulnerability; downstream joins must use file-qualified or globally normalized IDs.	not a duplicate cluster; namespace collision across distinct finance-enforcement and agent-security lineages	double-counting control; not proof no duplicates remain	2026-06-07T15:49:00Z	not_row_level_in_export	join_access_date_and_rights_terms_from_source_ledger; add_language_if_row_claim_is_source_level; add_jurisdiction_if_row_claim_is_source_level
DRPS-083	2026-06-18T06:04:55Z	results/dashboard/duplicate-review-graph.tsv	12	REVIEW-IDCOLLISION-LIMEN-000007::edge1	Duplicate-review graph	Figure 8	direct_row_pointer	data/cases/authoritative-candidates.jsonl; data/cases/security-agentic-candidates.jsonl	data/cases/authoritative-candidates.jsonl; data/cases/security-agentic-candidates.jsonl	not_row_level_in_export__needs_source_ledger_join_before_public_dashboard	not_row_level_in_export__needs_source_ledger_join_before_public_dashboard	not_row_level_in_export	not_row_level_in_export	not_applicable_or_not_row_level	bounded duplicate-review edge set; 27 edges; 0 merge decisions in current package	Do not merge. Bare case_id reuse now points to a settled SEC AI-washing matter (Global Predictions) and a separate LlamaIndex safe_eval command-injection vulnerability; downstream joins must use file-qualified or globally normalized IDs.	not a duplicate cluster; namespace collision across distinct finance-enforcement and agent-security lineages	double-counting control; not proof no duplicates remain	2026-06-07T15:49:00Z	not_row_level_in_export	join_access_date_and_rights_terms_from_source_ledger; add_language_if_row_claim_is_source_level; add_jurisdiction_if_row_claim_is_source_level
DRPS-084	2026-06-18T06:04:55Z	results/dashboard/duplicate-review-graph.tsv	13	REVIEW-NOMERGE-CODEEXEC-001::edge1	Duplicate-review graph	Figure 8	direct_row_pointer	data/cases/security-agentic-candidates.jsonl	data/cases/security-agentic-candidates.jsonl	not_row_level_in_export__needs_source_ledger_join_before_public_dashboard	not_row_level_in_export__needs_source_ledger_join_before_public_dashboard	not_row_level_in_export	not_row_level_in_export	not_applicable_or_not_row_level	bounded duplicate-review edge set; 27 edges; 0 merge decisions in current package	Do not merge. Auto-GPT path traversal enabling later host execution and LangChain LLMMathChain prompt injection into Python exec are separate vulnerabilities in different products, but together they strengthen a reviewer-legible subtype around model-supplied code execution surfaces.	repeated code-execution failure mode across distinct agent/framework products; no shared event, actor, or advisory lineage	double-counting control; not proof no duplicates remain	2026-06-07T06:09:00Z	not_row_level_in_export	join_access_date_and_rights_terms_from_source_ledger; add_language_if_row_claim_is_source_level; add_jurisdiction_if_row_claim_is_source_level
DRPS-085	2026-06-18T06:04:55Z	results/dashboard/duplicate-review-graph.tsv	14	REVIEW-NOMERGE-CODEEXEC-002::edge1	Duplicate-review graph	Figure 8	direct_row_pointer	data/cases/security-agentic-candidates.jsonl	data/cases/security-agentic-candidates.jsonl	not_row_level_in_export__needs_source_ledger_join_before_public_dashboard	not_row_level_in_export__needs_source_ledger_join_before_public_dashboard	not_row_level_in_export	not_row_level_in_export	not_applicable_or_not_row_level	bounded duplicate-review edge set; 27 edges; 0 merge decisions in current package	Do not merge. LangChain LLMMathChain prompt injection into Python exec and LlamaIndex safe_eval command injection are separate vulnerabilities in different frameworks, but together they strengthen a reviewer-legible execution-surface subtype around LLM-generated code reaching host execution paths.	repeated execution-surface pattern across distinct frameworks; no shared event, actor, or advisory lineage	double-counting control; not proof no duplicates remain	2026-06-07T06:09:00Z	not_row_level_in_export	join_access_date_and_rights_terms_from_source_ledger; add_language_if_row_claim_is_source_level; add_jurisdiction_if_row_claim_is_source_level
DRPS-086	2026-06-18T06:04:55Z	results/dashboard/duplicate-review-graph.tsv	15	REVIEW-NOMERGE-CREWAI-001::edge1	Duplicate-review graph	Figure 8	direct_row_pointer	data/cases/security-agentic-candidates.jsonl	data/cases/security-agentic-candidates.jsonl	not_row_level_in_export__needs_source_ledger_join_before_public_dashboard	not_row_level_in_export__needs_source_ledger_join_before_public_dashboard	not_row_level_in_export	not_row_level_in_export	not_applicable_or_not_row_level	bounded duplicate-review edge set; 27 edges; 0 merge decisions in current package	Do not merge. These rows support a candidate subtype around agent-tool boundary failures, but they are separate vulnerabilities and should remain distinct cases.	same product family but distinct CVEs and attack surfaces (local file read vs SSRF/internal retrieval)	double-counting control; not proof no duplicates remain	2026-06-07T06:09:00Z	not_row_level_in_export	join_access_date_and_rights_terms_from_source_ledger; add_language_if_row_claim_is_source_level; add_jurisdiction_if_row_claim_is_source_level
DRPS-087	2026-06-18T06:04:55Z	results/dashboard/duplicate-review-graph.tsv	16	REVIEW-NOMERGE-ICO-001::edge1	Duplicate-review graph	Figure 8	direct_row_pointer	data/cases/authoritative-candidates.jsonl	data/cases/authoritative-candidates.jsonl	not_row_level_in_export__needs_source_ledger_join_before_public_dashboard	not_row_level_in_export__needs_source_ledger_join_before_public_dashboard	not_row_level_in_export	not_row_level_in_export	not_applicable_or_not_row_level	bounded duplicate-review edge set; 27 edges; 0 merge decisions in current package	Do not collapse. Serco worker-attendance enforcement and Chelmer school canteen reprimand are separate events; useful as repeated subtype evidence, not duplicate evidence.	same regulator family but different regulated entities, dates, intervention types, and affected contexts	double-counting control; not proof no duplicates remain	2026-06-07T06:09:00Z	not_row_level_in_export	join_access_date_and_rights_terms_from_source_ledger; add_language_if_row_claim_is_source_level; add_jurisdiction_if_row_claim_is_source_level
DRPS-088	2026-06-18T06:04:55Z	results/dashboard/duplicate-review-graph.tsv	17	REVIEW-NOMERGE-SEC-001::edge1	Duplicate-review graph	Figure 8	direct_row_pointer	results/boost/limen-boost-009/candidate-cases.jsonl	results/boost/limen-boost-009/candidate-cases.jsonl	not_row_level_in_export__needs_source_ledger_join_before_public_dashboard	not_row_level_in_export__needs_source_ledger_join_before_public_dashboard	not_row_level_in_export	not_row_level_in_export	not_applicable_or_not_row_level	bounded duplicate-review edge set; 27 edges; 0 merge decisions in current package	Do not collapse. Delphia and Global Predictions were announced together by the SEC, but they remain distinct enforcement matters and should count as repeated subtype evidence, not a single duplicate event.	same SEC announcement batch and reporting date, but different firms, order identifiers, and claim particulars	double-counting control; not proof no duplicates remain	2026-06-07T06:09:00Z	not_row_level_in_export	join_access_date_and_rights_terms_from_source_ledger; add_language_if_row_claim_is_source_level; add_jurisdiction_if_row_claim_is_source_level
